iTOW,TOD,fTOD,Nt,N4,todValid,dateValid,tAcc
94556800,18939,-199648893,666,8,1,1,2
94556900,18939,-99648914,666,8,1,1,2
94557000,18939,351064,666,8,1,1,2
94557200,18939,200351022,666,8,1,1,2
94557300,18939,300351001,666,8,1,1,2
94557400,18939,400350980,666,8,1,1,2
94557500,18940,-499649041,666,8,1,1,2
94557600,18940,-399649063,666,8,1,1,2
94557700,18940,-299649084,666,8,1,1,2
94557800,18940,-199649105,666,8,1,1,2
94557900,18940,-99649126,666,8,1,1,2
94558000,18940,350853,666,8,1,1,2
94558100,18940,100350831,666,8,1,1,2
94558200,18940,200350810,666,8,1,1,2
94558300,18940,300350789,666,8,1,1,2
94558400,18940,400350768,666,8,1,1,2
94558500,18941,-499649253,666,8,1,1,2
94558600,18941,-399649274,666,8,1,1,2
94558700,18941,-299649296,666,8,1,1,2
94558800,18941,-199649317,666,8,1,1,2
94558900,18941,-99649338,666,8,1,1,2
94559000,18941,350641,666,8,1,1,2
94559100,18941,100350620,666,8,1,1,2
94559200,18941,200350598,666,8,1,1,2
94559300,18941,300350577,666,8,1,1,2
94559400,18941,400350556,666,8,1,1,2
94559500,18942,-499649465,666,8,1,1,2
94559600,18942,-399649486,666,8,1,1,2
94559700,18942,-299649507,666,8,1,1,2
94559800,18942,-199649528,666,8,1,1,2
94559900,18942,-99649550,666,8,1,1,2
94560000,18942,350429,666,8,1,1,2
94560200,18942,200350387,666,8,1,1,2
94560300,18942,300350366,666,8,1,1,2
94560400,18942,400350345,666,8,1,1,2
94560500,18943,-499649676,666,8,1,1,2
94560600,18943,-399649698,666,8,1,1,2
94560700,18943,-299649719,666,8,1,1,2
94560800,18943,-199649740,666,8,1,1,2
94560900,18943,-99649761,666,8,1,1,2
94561000,18943,350217,666,8,1,1,2
94561100,18943,100350196,666,8,1,1,2
94561200,18943,200350175,666,8,1,1,2
94561300,18943,300350154,666,8,1,1,2
94561400,18943,400350133,666,8,1,1,2
94561500,18944,-499649889,666,8,1,1,2
94561600,18944,-399649910,666,8,1,1,2
94561700,18944,-299649931,666,8,1,1,2
94561800,18944,-199649952,666,8,1,1,2
94561900,18944,-99649973,666,8,1,1,2
94562000,18944,350005,666,8,1,1,2
94562100,18944,100349984,666,8,1,1,2
94562200,18944,200349963,666,8,1,1,2
94562300,18944,300349942,666,8,1,1,2
94562400,18944,400349921,666,8,1,1,2
94562500,18945,-499650100,666,8,1,1,2
94562600,18945,-399650122,666,8,1,1,2
94562700,18945,-299650143,666,8,1,1,2
94562800,18945,-199650164,666,8,1,1,2
94562900,18945,-99650185,666,8,1,1,2
94563000,18945,349794,666,8,1,1,2
94563100,18945,100349772,666,8,1,1,2
94563200,18945,200349751,666,8,1,1,2
94563300,18945,300349730,666,8,1,1,2
94563400,18945,400349708,666,8,1,1,2
94563500,18946,-499650313,666,8,1,1,2
94563600,18946,-399650334,666,8,1,1,2
94563700,18946,-299650355,666,8,1,1,2
94563800,18946,-199650377,666,8,1,1,2
94563900,18946,-99650398,666,8,1,1,2
94564000,18946,349581,666,8,1,1,2
94564100,18946,100349560,666,8,1,1,2
94564200,18946,200349538,666,8,1,1,2
94564300,18946,300349517,666,8,1,1,2
94564400,18946,400349496,666,8,1,1,2
94564500,18947,-499650525,666,8,1,1,2
94564600,18947,-399650546,666,8,1,1,2
94564700,18947,-299650568,666,8,1,1,2
94564800,18947,-199650589,666,8,1,1,2
94564900,18947,-99650610,666,8,1,1,2
94565000,18947,349369,666,8,1,1,2
94565100,18947,100349348,666,8,1,1,2
94565200,18947,200349327,666,8,1,1,2
94565300,18947,300349306,666,8,1,1,2
94565400,18947,400349284,666,8,1,1,2
94565500,18948,-499650737,666,8,1,1,2
94565600,18948,-399650758,666,8,1,1,2
94565700,18948,-299650779,666,8,1,1,2
94565800,18948,-199650800,666,8,1,1,2
94565900,18948,-99650821,666,8,1,1,2
94566000,18948,349158,666,8,1,1,2
94566100,18948,100349137,666,8,1,1,2
94566200,18948,200349115,666,8,1,1,2
94566300,18948,300349094,666,8,1,1,2
94566400,18948,400349073,666,8,1,1,2
94566500,18949,-499650948,666,8,1,1,2
94566600,18949,-399650969,666,8,1,1,2
94566700,18949,-299650991,666,8,1,1,2
94566800,18949,-199651012,666,8,1,1,2
94566900,18949,-99651033,666,8,1,1,2
94567000,18949,348946,666,8,1,1,2
94567100,18949,100348925,666,8,1,1,2
94567200,18949,200348904,666,8,1,1,2
94567300,18949,300348882,666,8,1,1,2
94567400,18949,400348861,666,8,1,1,2
94567500,18950,-499651160,666,8,1,1,2
94567600,18950,-399651181,666,8,1,1,2
94567700,18950,-299651202,666,8,1,1,2
94567800,18950,-199651223,666,8,1,1,2
94567900,18950,-99651245,666,8,1,1,2
94568000,18950,348734,666,8,1,1,2
94568100,18950,100348713,666,8,1,1,2
94568200,18950,200348692,666,8,1,1,2
94568300,18950,300348671,666,8,1,1,2
94568400,18950,400348650,666,8,1,1,2
94568500,18951,-499651372,666,8,1,1,2
94568600,18951,-399651393,666,8,1,1,2
94568700,18951,-299651414,666,8,1,1,2
94568800,18951,-199651435,666,8,1,1,2
94568900,18951,-99651456,666,8,1,1,2
94569000,18951,348522,666,8,1,1,2
94569100,18951,100348501,666,8,1,1,2
94569200,18951,200348480,666,8,1,1,2
94569300,18951,300348459,666,8,1,1,2
94569400,18951,400348438,666,8,1,1,2
94569500,18952,-499651583,666,8,1,1,2
94569600,18952,-399651604,666,8,1,1,2
94569700,18952,-299651626,666,8,1,1,2
94569800,18952,-199651647,666,8,1,1,2
94569900,18952,-99651668,666,8,1,1,2
94570000,18952,348311,666,8,1,1,2
94570100,18952,100348289,666,8,1,1,2
94570200,18952,200348268,666,8,1,1,2
94570300,18952,300348247,666,8,1,1,2
94570400,18952,400348226,666,8,1,1,2
94570500,18953,-499651795,666,8,1,1,2
94570600,18953,-399651817,666,8,1,1,2
94570700,18953,-299651838,666,8,1,1,2
94570800,18953,-199651859,666,8,1,1,2
94570900,18953,-99651880,666,8,1,1,2
94571000,18953,348098,666,8,1,1,2
94571100,18953,100348077,666,8,1,1,2
94571200,18953,200348056,666,8,1,1,2
94571300,18953,300348035,666,8,1,1,2
94571400,18953,400348014,666,8,1,1,2
94571500,18954,-499652008,666,8,1,1,2
94571600,18954,-399652029,666,8,1,1,2
94571700,18954,-299652050,666,8,1,1,2
94571800,18954,-199652071,666,8,1,1,2
94571900,18954,-99652093,666,8,1,1,2
94572000,18954,347886,666,8,1,1,2
94572100,18954,100347865,666,8,1,1,2
94572200,18954,200347844,666,8,1,1,2
94572300,18954,300347823,666,8,1,1,2
94572400,18954,400347801,666,8,1,1,2
94572500,18955,-499652220,666,8,1,1,2
94572600,18955,-399652241,666,8,1,1,2
94572700,18955,-299652262,666,8,1,1,2
94572800,18955,-199652284,666,8,1,1,2
94572900,18955,-99652305,666,8,1,1,2
94573000,18955,347674,666,8,1,1,2
94573100,18955,100347653,666,8,1,1,2
94573200,18955,200347632,666,8,1,1,2
94573300,18955,300347610,666,8,1,1,2
94573400,18955,400347589,666,8,1,1,2
94573500,18956,-499652432,666,8,1,1,2
94573600,18956,-399652453,666,8,1,1,2
94573700,18956,-299652474,666,8,1,1,2
94573800,18956,-199652495,666,8,1,1,2
94573900,18956,-99652517,666,8,1,1,2
94574000,18956,347462,666,8,1,1,2
94574100,18956,100347441,666,8,1,1,2
94574200,18956,200347420,666,8,1,1,2
94574300,18956,300347398,666,8,1,1,2
94574400,18956,400347377,666,8,1,1,2
94574500,18957,-499652644,666,8,1,1,2
94574600,18957,-399652665,666,8,1,1,2
94574700,18957,-299652686,666,8,1,1,2
94574800,18957,-199652708,666,8,1,1,2
94574900,18957,-99652729,666,8,1,1,2
94575000,18957,347250,666,8,1,1,2
94575100,18957,100347229,666,8,1,1,2
94575200,18957,200347207,666,8,1,1,2
94575300,18957,300347186,666,8,1,1,2
94575400,18957,400347165,666,8,1,1,2
94575500,18958,-499652856,666,8,1,1,2
94575600,18958,-399652878,666,8,1,1,2
94575700,18958,-299652899,666,8,1,1,2
94575800,18958,-199652920,666,8,1,1,2
94575900,18958,-99652941,666,8,1,1,2
94576000,18958,347038,666,8,1,1,2
94576100,18958,100347017,666,8,1,1,2
94576200,18958,200346995,666,8,1,1,2
94576300,18958,300346974,666,8,1,1,2
94576400,18958,400346953,666,8,1,1,2
94576500,18959,-499653068,666,8,1,1,2
94576600,18959,-399653089,666,8,1,1,2
94576700,18959,-299653110,666,8,1,1,2
94576800,18959,-199653131,666,8,1,1,2
94576900,18959,-99653153,666,8,1,1,2
94577000,18959,346826,666,8,1,1,2
94577100,18959,100346805,666,8,1,1,2
94577200,18959,200346784,666,8,1,1,2
94577300,18959,300346763,666,8,1,1,2
94577400,18959,400346742,666,8,1,1,2
94577500,18960,-499653279,666,8,1,1,2
94577600,18960,-399653301,666,8,1,1,2
94577700,18960,-299653322,666,8,1,1,2
94577800,18960,-199653343,666,8,1,1,2
94577900,18960,-99653364,666,8,1,1,2
94578000,18960,346615,666,8,1,1,2
94578100,18960,100346594,666,8,1,1,2
94578200,18960,200346573,666,8,1,1,2
94578300,18960,300346551,666,8,1,1,6
94578400,18960,400346530,666,8,1,1,4
94578500,18961,-499653492,666,8,1,1,4
94578600,18961,-399653513,666,8,1,1,3
94578700,18961,-299653534,666,8,1,1,3
94578800,18961,-199653555,666,8,1,1,3
94578900,18961,-99653576,666,8,1,1,3
94579000,18961,346403,666,8,1,1,3
94579100,18961,100346381,666,8,1,1,3
94579200,18961,200346360,666,8,1,1,6
94579300,18961,300346339,666,8,1,1,4
94579400,18961,400346318,666,8,1,1,4
94579500,18962,-499653703,666,8,1,1,3
94579600,18962,-399653724,666,8,1,1,3
94579700,18962,-299653745,666,8,1,1,3
94579800,18962,-199653767,666,8,1,1,3
94579900,18962,-99653788,666,8,1,1,3
94580000,18962,346191,666,8,1,1,3
94580100,18962,100346170,666,8,1,1,2
94580200,18962,200346149,666,8,1,1,2
94580300,18962,300346128,666,8,1,1,2
94580400,18962,400346106,666,8,1,1,2
94580500,18963,-499653915,666,8,1,1,2
94580600,18963,-399653936,666,8,1,1,2
94580700,18963,-299653957,666,8,1,1,2
94580800,18963,-199653978,666,8,1,1,2
94580900,18963,-99653999,666,8,1,1,2
94581000,18963,345980,666,8,1,1,2
94581100,18963,100345959,666,8,1,1,2
94581200,18963,200345938,666,8,1,1,2
94581300,18963,300345917,666,8,1,1,2
94581400,18963,400345896,666,8,1,1,2
94581500,18964,-499654125,666,8,1,1,2
94581600,18964,-399654146,666,8,1,1,2
94581700,18964,-299654168,666,8,1,1,2
94581800,18964,-199654189,666,8,1,1,2
94581900,18964,-99654210,666,8,1,1,2
94582000,18964,345769,666,8,1,1,2
94582100,18964,100345748,666,8,1,1,2
94582200,18964,200345727,666,8,1,1,2
94582300,18964,300345706,666,8,1,1,2
94582400,18964,400345685,666,8,1,1,2
94582500,18965,-499654336,666,8,1,1,2
94582600,18965,-399654357,666,8,1,1,2
94582700,18965,-299654378,666,8,1,1,2
94582800,18965,-199654398,666,8,1,1,2
94582900,18965,-99654419,666,8,1,1,2
94583000,18965,345560,666,8,1,1,2
94583100,18965,100345538,666,8,1,1,2
94583200,18965,200345517,666,8,1,1,2
94583300,18965,300345496,666,8,1,1,2
94583400,18965,400345475,666,8,1,1,2
94583500,18966,-499654546,666,8,1,1,2
94583600,18966,-399654567,666,8,1,1,2
94583700,18966,-299654588,666,8,1,1,2
94583800,18966,-199654609,666,8,1,1,2
94583900,18966,-99654630,666,8,1,1,2
94584000,18966,345349,666,8,1,1,2
94584100,18966,100345328,666,8,1,1,2
94584200,18966,200345307,666,8,1,1,2
94584300,18966,300345286,666,8,1,1,2
94584400,18966,400345265,666,8,1,1,2
94584500,18967,-499654756,666,8,1,1,2
94584600,18967,-399654777,666,8,1,1,2
94584700,18967,-299654799,666,8,1,1,2
94584800,18967,-199654820,666,8,1,1,2
94584900,18967,-99654841,666,8,1,1,2
94585000,18967,345138,666,8,1,1,2
94585100,18967,100345117,666,8,1,1,2
94585200,18967,200345096,666,8,1,1,2
94585300,18967,300345075,666,8,1,1,2
94585400,18967,400345054,666,8,1,1,2
94585500,18968,-499654967,666,8,1,1,2
94585600,18968,-399654988,666,8,1,1,2
94585700,18968,-299655009,666,8,1,1,2
94585800,18968,-199655030,666,8,1,1,2
94585900,18968,-99655051,666,8,1,1,2
94586000,18968,344928,666,8,1,1,2
94586100,18968,100344907,666,8,1,1,2
94586200,18968,200344886,666,8,1,1,2
94586300,18968,300344865,666,8,1,1,2
94586400,18968,400344844,666,8,1,1,2
94586500,18969,-499655177,666,8,1,1,2
94586600,18969,-399655198,666,8,1,1,2
94586700,18969,-299655219,666,8,1,1,2
94586800,18969,-199655240,666,8,1,1,2
94586900,18969,-99655261,666,8,1,1,2
94587000,18969,344718,666,8,1,1,2
94587100,18969,100344697,666,8,1,1,2
94587200,18969,200344676,666,8,1,1,2
94587300,18969,300344655,666,8,1,1,2
94587400,18969,400344634,666,8,1,1,2
94587500,18970,-499655387,666,8,1,1,2
94587600,18970,-399655408,666,8,1,1,2
94587700,18970,-299655429,666,8,1,1,2
94587800,18970,-199655450,666,8,1,1,2
94587900,18970,-99655472,666,8,1,1,2
94588000,18970,344507,666,8,1,1,2
94588200,18970,200344466,666,8,1,1,2
94588300,18970,300344445,666,8,1,1,2
94588400,18970,400344424,666,8,1,1,2
94588500,18971,-499655597,666,8,1,1,2
94588600,18971,-399655618,666,8,1,1,2
94588700,18971,-299655639,666,8,1,1,2
94588800,18971,-199655660,666,8,1,1,2
94588900,18971,-99655681,666,8,1,1,2
94589000,18971,344297,666,8,1,1,2
94589100,18971,100344276,666,8,1,1,2
94589200,18971,200344254,666,8,1,1,2
94589300,18971,300344233,666,8,1,1,2
94589400,18971,400344212,666,8,1,1,2
94589500,18972,-499655809,666,8,1,1,2
94589600,18972,-399655829,666,8,1,1,2
94589700,18972,-299655850,666,8,1,1,2
94589800,18972,-199655871,666,8,1,1,2
94589900,18972,-99655892,666,8,1,1,2
94590000,18972,344086,666,8,1,1,2
94590200,18972,200344044,666,8,1,1,2
94590300,18972,300344023,666,8,1,1,2
94590400,18972,400344002,666,8,1,1,2
94590500,18973,-499656019,666,8,1,1,2
94590600,18973,-399656040,666,8,1,1,2
94590700,18973,-299656062,666,8,1,1,2
94590800,18973,-199656084,666,8,1,1,2
94590900,18973,-99656104,666,8,1,1,2
94591000,18973,343875,666,8,1,1,2
94591100,18973,100343854,666,8,1,1,2
94591200,18973,200343833,666,8,1,1,2
94591300,18973,300343812,666,8,1,1,2
94591400,18973,400343791,666,8,1,1,2
94591500,18974,-499656230,666,8,1,1,2
94591600,18974,-399656251,666,8,1,1,2
94591700,18974,-299656272,666,8,1,1,2
94591800,18974,-199656294,666,8,1,1,2
94591900,18974,-99656315,666,8,1,1,2
94592000,18974,343664,666,8,1,1,2
94592100,18974,100343643,666,8,1,1,2
94592200,18974,200343622,666,8,1,1,2
94592300,18974,300343600,666,8,1,1,2
94592400,18974,400343579,666,8,1,1,2
94592500,18975,-499656441,666,8,1,1,2
94592600,18975,-399656462,666,8,1,1,2
94592700,18975,-299656484,666,8,1,1,2
94592800,18975,-199656505,666,8,1,1,2
94592900,18975,-99656526,666,8,1,1,2
94593000,18975,343454,666,8,1,1,2
94593100,18975,100343433,666,8,1,1,2
94593200,18975,200343412,666,8,1,1,2
94593300,18975,300343391,666,8,1,1,2
94593400,18975,400343369,666,8,1,1,2
94593500,18976,-499656651,666,8,1,1,2
94593600,18976,-399656672,666,8,1,1,2
94593700,18976,-299656693,666,8,1,1,2
94593800,18976,-199656713,666,8,1,1,2
94593900,18976,-99656734,666,8,1,1,2
94594000,18976,343245,666,8,1,1,2
94594100,18976,100343224,666,8,1,1,2
94594200,18976,200343203,666,8,1,1,2
94594300,18976,300343182,666,8,1,1,2
94594400,18976,400343161,666,8,1,1,2
94594500,18977,-499656860,666,8,1,1,2
94594600,18977,-399656881,666,8,1,1,2
94594700,18977,-299656902,666,8,1,1,2
94594800,18977,-199656922,666,8,1,1,2
94594900,18977,-99656943,666,8,1,1,2
94595000,18977,343036,666,8,1,1,2
94595100,18977,100343015,666,8,1,1,2
94595200,18977,200342994,666,8,1,1,2
94595300,18977,300342973,666,8,1,1,2
94595400,18977,400342952,666,8,1,1,2
94595500,18978,-499657069,666,8,1,1,2
94595600,18978,-399657091,666,8,1,1,2
94595700,18978,-299657111,666,8,1,1,2
94595800,18978,-199657132,666,8,1,1,2
94595900,18978,-99657153,666,8,1,1,2
94596000,18978,342826,666,8,1,1,2
94596100,18978,100342805,666,8,1,1,2
94596200,18978,200342785,666,8,1,1,2
94596300,18978,300342764,666,8,1,1,2
94596400,18978,400342743,666,8,1,1,2
94596500,18979,-499657278,666,8,1,1,2
94596600,18979,-399657299,666,8,1,1,2
94596700,18979,-299657320,666,8,1,1,2
94596800,18979,-199657341,666,8,1,1,2
94596900,18979,-99657362,666,8,1,1,2
94597000,18979,342617,666,8,1,1,2
94597100,18979,100342596,666,8,1,1,2
94597200,18979,200342575,666,8,1,1,2
94597300,18979,300342554,666,8,1,1,2
94597400,18979,400342533,666,8,1,1,2
94597500,18980,-499657488,666,8,1,1,2
94597600,18980,-399657508,666,8,1,1,2
94597700,18980,-299657529,666,8,1,1,2
94597800,18980,-199657550,666,8,1,1,2
94597900,18980,-99657571,666,8,1,1,2
94598000,18980,342408,666,8,1,1,2
94598100,18980,100342387,666,8,1,1,2
94598200,18980,200342366,666,8,1,1,2
94598300,18980,300342345,666,8,1,1,2
94598400,18980,400342324,666,8,1,1,2
94598500,18981,-499657696,666,8,1,1,2
94598600,18981,-399657717,666,8,1,1,2
94598700,18981,-299657738,666,8,1,1,2
94598800,18981,-199657759,666,8,1,1,2
94598900,18981,-99657780,666,8,1,1,2
94599000,18981,342199,666,8,1,1,2
94599100,18981,100342178,666,8,1,1,2
94599200,18981,200342157,666,8,1,1,2
94599300,18981,300342136,666,8,1,1,2
94599400,18981,400342115,666,8,1,1,2
94599500,18982,-499657906,666,8,1,1,2
94599600,18982,-399657927,666,8,1,1,2
94599700,18982,-299657948,666,8,1,1,2
94599800,18982,-199657969,666,8,1,1,2
94599900,18982,-99657989,666,8,1,1,2
94600000,18982,341990,666,8,1,1,2
94600100,18982,100341969,666,8,1,1,2
94600200,18982,200341948,666,8,1,1,2
94600300,18982,300341927,666,8,1,1,2
94600400,18982,400341906,666,8,1,1,2
94600500,18983,-499658115,666,8,1,1,2
94600600,18983,-399658135,666,8,1,1,2
94600700,18983,-299658156,666,8,1,1,2
94600800,18983,-199658177,666,8,1,1,2
94600900,18983,-99658198,666,8,1,1,2
94601000,18983,341781,666,8,1,1,2
94601100,18983,100341760,666,8,1,1,2
94601200,18983,200341739,666,8,1,1,2
94601300,18983,300341718,666,8,1,1,2
94601400,18983,400341697,666,8,1,1,2
94601500,18984,-499658324,666,8,1,1,2
94601600,18984,-399658345,666,8,1,1,2
94601700,18984,-299658366,666,8,1,1,2
94601800,18984,-199658386,666,8,1,1,2
94601900,18984,-99658407,666,8,1,1,2
94602000,18984,341572,666,8,1,1,2
94602100,18984,100341551,666,8,1,1,2
94602200,18984,200341530,666,8,1,1,2
94602300,18984,300341509,666,8,1,1,2
94602400,18984,400341488,666,8,1,1,2
94602500,18985,-499658533,666,8,1,1,2
94602600,18985,-399658554,666,8,1,1,2
94602700,18985,-299658575,666,8,1,1,2
94602800,18985,-199658596,666,8,1,1,2
94602900,18985,-99658617,666,8,1,1,2
94603000,18985,341362,666,8,1,1,2
94603100,18985,100341341,666,8,1,1,2
94603200,18985,200341320,666,8,1,1,2
94603300,18985,300341299,666,8,1,1,2
94603400,18985,400341279,666,8,1,1,2
94603500,18986,-499658743,666,8,1,1,2
94603600,18986,-399658764,666,8,1,1,2
94603700,18986,-299658785,666,8,1,1,2
94603800,18986,-199658806,666,8,1,1,2
94603900,18986,-99658827,666,8,1,1,2
94604000,18986,341152,666,8,1,1,2
94604100,18986,100341131,666,8,1,1,2
94604200,18986,200341110,666,8,1,1,2
94604300,18986,300341090,666,8,1,1,2
94604400,18986,400341069,666,8,1,1,2
94604500,18987,-499658952,666,8,1,1,2
94604600,18987,-399658973,666,8,1,1,2
94604700,18987,-299658995,666,8,1,1,2
94604800,18987,-199659016,666,8,1,1,2
94604900,18987,-99659037,666,8,1,1,2
94605000,18987,340943,666,8,1,1,2
94605100,18987,100340922,666,8,1,1,2
94606000,18988,340733,666,8,1,1,2
94606100,18988,100340712,666,8,1,1,2
94606200,18988,200340691,666,8,1,1,2
94606300,18988,300340670,666,8,1,1,2
94606900,18989,-99659456,666,8,1,1,2
94607000,18989,340523,666,8,1,1,2
94607100,18989,100340502,666,8,1,1,2
94607200,18989,200340482,666,8,1,1,2
94607300,18989,300340461,666,8,1,1,2
94608000,18990,340314,666,8,1,1,2
94608100,18990,100340292,666,8,1,1,2
94608200,18990,200340271,666,8,1,1,2
94608300,18990,300340251,666,8,1,1,2
94608400,18990,400340230,666,8,1,1,2
94609100,18991,100340083,666,8,1,1,2
94609200,18991,200340062,666,8,1,1,2
94609300,18991,300340041,666,8,1,1,2
94609400,18991,400340020,666,8,1,1,2
94609500,18992,-499660001,666,8,1,1,2
94610200,18992,200339852,666,8,1,1,2
94610300,18992,300339831,666,8,1,1,2
94610400,18992,400339809,666,8,1,1,2
94610500,18993,-499660211,666,8,1,1,2
94610600,18993,-399660232,666,8,1,1,2
94611600,18994,-399660442,666,8,1,1,2
94612300,18994,300339410,666,8,1,1,2
94612400,18994,400339389,666,8,1,1,2
94612500,18995,-499660632,666,8,1,1,2
94612600,18995,-399660653,666,8,1,1,2
94612700,18995,-299660675,666,8,1,1,2
94613400,18995,400339178,666,8,1,1,2
94613500,18996,-499660843,666,8,1,1,2
94613600,18996,-399660864,666,8,1,1,2
94613700,18996,-299660885,666,8,1,1,2
94613800,18996,-199660906,666,8,1,1,2
94614600,18997,-399661074,666,8,1,1,2
94614700,18997,-299661094,666,8,1,1,2
94614800,18997,-199661115,666,8,1,1,2
94614900,18997,-99661136,666,8,1,1,2
94615700,18998,-299661304,666,8,1,1,2
94615800,18998,-199661325,666,8,1,1,2
94615900,18998,-99661346,666,8,1,1,2
94616000,18998,338633,666,8,1,1,2
94616100,18998,100338612,666,8,1,1,2
94616900,18999,-99661556,666,8,1,1,2
94617000,18999,338423,666,8,1,1,2
94617100,18999,100338402,666,8,1,1,2
94617200,18999,200338381,666,8,1,1,2
94617300,18999,300338359,666,8,1,1,2
94618100,19000,100338191,666,8,1,1,2
94618200,19000,200338170,666,8,1,1,2
94618300,19000,300338149,666,8,1,1,2
94618400,19000,400338128,666,8,1,1,2
94619100,19001,100337981,666,8,1,1,2
94619200,19001,200337959,666,8,1,1,2
94619300,19001,300337938,666,8,1,1,2
94619400,19001,400337917,666,8,1,1,2
94619500,19002,-499662104,666,8,1,1,2
94619700,19002,-299662147,666,8,1,1,2
94619800,19002,-199662168,666,8,1,1,2
94619900,19002,-99662189,666,8,1,1,2
94620000,19002,337789,666,8,1,1,2
94620200,19002,200337747,666,8,1,1,2
94620300,19002,300337725,666,8,1,1,2
94620400,19002,400337704,666,8,1,1,2
94620500,19003,-499662317,666,8,1,1,2
94620600,19003,-399662338,666,8,1,1,2
94620700,19003,-299662359,666,8,1,1,2
94620800,19003,-199662380,666,8,1,1,2
94620900,19003,-99662401,666,8,1,1,2
94621000,19003,337577,666,8,1,1,2
94621100,19003,100337557,666,8,1,1,2
94621200,19003,200337536,666,8,1,1,2
94621300,19003,300337514,666,8,1,1,2
94621400,19003,400337493,666,8,1,1,2
94621500,19004,-499662528,666,8,1,1,2
94621600,19004,-399662549,666,8,1,1,2
94621700,19004,-299662570,666,8,1,1,2
94621800,19004,-199662591,666,8,1,1,2
94621900,19004,-99662612,666,8,1,1,2
94622000,19004,337366,666,8,1,1,2
94622100,19004,100337345,666,8,1,1,2
94622200,19004,200337325,666,8,1,1,2
94622300,19004,300337304,666,8,1,1,2
94622400,19004,400337283,666,8,1,1,2
94622500,19005,-499662739,666,8,1,1,2
94622600,19005,-399662760,666,8,1,1,2
94622700,19005,-299662781,666,8,1,1,2
94622800,19005,-199662802,666,8,1,1,2
94622900,19005,-99662823,666,8,1,1,2
94623000,19005,337156,666,8,1,1,2
94623100,19005,100337134,666,8,1,1,2
94623200,19005,200337113,666,8,1,1,2
94623300,19005,300337092,666,8,1,1,2
94623400,19005,400337071,666,8,1,1,2
94623500,19006,-499662950,666,8,1,1,2
94623600,19006,-399662971,666,8,1,1,2
94623700,19006,-299662993,666,8,1,1,2
94623800,19006,-199663015,666,8,1,1,2
94623900,19006,-99663036,666,8,1,1,2
94624000,19006,336944,666,8,1,1,2
94624100,19006,100336923,666,8,1,1,2
94624200,19006,200336902,666,8,1,1,2
94624300,19006,300336880,666,8,1,1,2
94624400,19006,400336858,666,8,1,1,3
94624500,19007,-499663163,666,8,1,1,3
94624600,19007,-399663184,666,8,1,1,3
94624700,19007,-299663204,666,8,1,1,2
94624800,19007,-199663225,666,8,1,1,2
94624900,19007,-99663247,666,8,1,1,2
94625000,19007,336728,666,8,1,1,8
94625100,19007,100336707,666,8,1,1,6
94625200,19007,200336687,666,8,1,1,5
94625300,19007,300336665,666,8,1,1,4
94625400,19007,400336644,666,8,1,1,4
94625500,19008,-499663380,666,8,1,1,8
94625600,19008,-399663402,666,8,1,1,6
94625700,19008,-299663421,666,8,1,1,5
94625800,19008,-199663441,666,8,1,1,4
94625900,19008,-99663462,666,8,1,1,4
94626000,19008,336517,666,8,1,1,4
94626100,19008,100336496,666,8,1,1,4
94626200,19008,200336476,666,8,1,1,3
94626300,19008,300336455,666,8,1,1,3
94626400,19008,400336434,666,8,1,1,3
94626500,19009,-499663587,666,8,1,1,3
94626600,19009,-399663609,666,8,1,1,3
94626700,19009,-299663630,666,8,1,1,3
94626800,19009,-199663651,666,8,1,1,3
94626900,19009,-99663673,666,8,1,1,3
94627000,19009,336306,666,8,1,1,3
94627100,19009,100336285,666,8,1,1,3
94627200,19009,200336263,666,8,1,1,3
94627300,19009,300336242,666,8,1,1,3
94627400,19009,400336221,666,8,1,1,3
94627500,19010,-499663800,666,8,1,1,3
94627600,19010,-399663821,666,8,1,1,3
94627700,19010,-299663842,666,8,1,1,3
94627800,19010,-199663864,666,8,1,1,3
94627900,19010,-99663885,666,8,1,1,3
94628000,19010,336094,666,8,1,1,3
94628100,19010,100336073,666,8,1,1,3
94628200,19010,200336053,666,8,1,1,9
94628400,19010,400336011,666,8,1,1,6
94628500,19011,-499664011,666,8,1,1,9
94628600,19011,-399664032,666,8,1,1,9
94628700,19011,-299664055,666,8,1,1,9
94628800,19011,-199664069,666,8,1,1,9
94628900,19011,-99664093,666,8,1,1,9
94629000,19011,335885,666,8,1,1,9
94629100,19011,100335865,666,8,1,1,9
94629200,19011,200335843,666,8,1,1,9
94629300,19011,300335825,666,8,1,1,9
94629400,19011,400335803,666,8,1,1,9
94629500,19012,-499664217,666,8,1,1,9
94629600,19012,-399664238,666,8,1,1,9
94629700,19012,-299664262,666,8,1,1,7
94629900,19012,-99664305,666,8,1,1,9
94630000,19012,335676,666,8,1,1,9
94630200,19012,200335631,666,8,1,1,9
94630300,19012,300335611,666,8,1,1,9
94630400,19012,400335589,666,8,1,1,9
94630500,19013,-499664433,666,8,1,1,9
94630600,19013,-399664454,666,8,1,1,9
94630700,19013,-299664474,666,8,1,1,9
94630800,19013,-199664493,666,8,1,1,9
94630900,19013,-99664513,666,8,1,1,9
94631000,19013,335464,666,8,1,1,9
94631100,19013,100335442,666,8,1,1,9
94631200,19013,200335423,666,8,1,1,9
94631300,19013,300335403,666,8,1,1,9
94631400,19013,400335381,666,8,1,1,9
