iTOW,lon,lat,height,hMSL,hAcc,vAcc
94507100,114.1801728,22.3056416,16797,18410,1609,1137
94507200,114.1801728,22.3056416,16797,18410,1609,1137
94507400,114.1801728,22.3056416,16797,18410,1609,1137
94507600,114.1801728,22.3056416,16797,18410,1609,1137
94507700,114.1801728,22.3056416,16797,18410,1609,1137
94507800,114.1801728,22.3056416,16797,18410,1609,1137
94507900,114.1801728,22.3056416,16797,18410,1609,1137
94508000,114.1801728,22.3056416,16797,18410,1609,1137
94508100,114.1801728,22.3056416,16797,18410,1609,1137
94508200,114.1801728,22.3056416,16797,18410,1609,1137
94508300,114.1801728,22.3056416,16797,18410,1609,1137
94508400,114.1801728,22.3056416,16797,18410,1609,1137
94508500,114.1801728,22.3056416,16797,18410,1609,1137
94508600,114.1801728,22.3056416,16797,18410,1609,1137
94508700,114.1801728,22.3056416,16797,18410,1609,1137
94508800,114.1801728,22.3056416,16797,18410,1609,1137
94508900,114.1801728,22.3056416,16797,18410,1609,1137
94509000,114.1801728,22.3056416,16797,18410,1609,1137
94509200,114.1801728,22.3056416,16797,18410,1609,1137
94509400,114.1801728,22.3056416,16797,18410,1609,1137
94509600,114.1801728,22.3056416,16797,18410,1609,1137
94509700,114.1801728,22.3056416,16797,18410,1609,1137
94509900,114.1801728,22.3056416,16797,18410,1609,1137
94510100,114.1801728,22.3056416,16797,18410,1609,1137
94510300,114.1801728,22.3056416,16797,18410,1609,1137
94510400,114.1801728,22.3056416,16797,18410,1609,1137
94510500,114.1801728,22.3056416,16797,18410,1609,1137
94510600,114.1801728,22.3056416,16797,18410,1609,1137
94510700,114.1801728,22.3056416,16797,18410,1609,1137
94510800,114.1801728,22.3056416,16797,18410,1609,1137
94510900,114.1801728,22.3056416,16797,18410,1609,1137
94511000,114.1801728,22.3056416,16797,18410,1609,1137
94511100,114.1801728,22.3056416,16797,18410,1609,1137
94511200,114.1801728,22.3056416,16797,18410,1609,1137
94511300,114.1801728,22.3056416,16797,18410,1609,1137
94511400,114.1801728,22.3056416,16797,18410,1609,1137
94511500,114.1801728,22.3056416,16797,18410,1609,1137
94511600,114.1801728,22.3056416,16797,18410,1609,1137
94511700,114.1801728,22.3056416,16797,18410,1609,1137
94511900,114.1801728,22.3056416,16797,18410,1609,1137
94512000,114.1801728,22.3056416,16797,18410,1609,1137
94512200,114.1801728,22.3056416,16797,18410,1609,1137
94512300,114.1801728,22.3056416,16797,18410,1609,1137
94512400,114.1801728,22.3056416,16797,18410,1609,1137
94512600,114.1801728,22.3056416,16797,18410,1609,1137
94512700,114.1801728,22.3056416,16797,18410,1609,1137
94512900,114.1801728,22.3056416,16797,18410,1609,1137
94513000,114.1801728,22.3056416,16797,18410,1609,1137
94513200,114.1801728,22.3056416,16797,18410,1609,1137
94513300,114.1801728,22.3056416,16797,18410,1609,1137
94513400,114.1801728,22.3056416,16797,18410,1609,1137
94513500,114.1801728,22.3056416,16797,18410,1609,1137
94513600,114.1801728,22.3056416,16797,18410,1609,1137
94513700,114.1801728,22.3056416,16797,18410,1609,1137
94513900,114.1801728,22.3056416,16797,18410,1609,1137
94514000,114.1801728,22.3056416,16797,18410,1609,1137
94514200,114.1801728,22.3056416,16797,18410,1609,1137
94514400,114.1801728,22.3056416,16797,18410,1609,1137
94514500,114.1801728,22.3056416,16797,18410,1609,1137
94514700,114.1801728,22.3056416,16797,18410,1609,1137
94514900,114.1801728,22.3056416,16797,18410,1609,1137
94515000,114.1801728,22.3056416,16797,18410,1609,1137
94515200,114.1801728,22.3056416,16797,18410,1609,1137
94515300,114.1801728,22.3056416,16797,18410,1609,1137
94515400,114.1801728,22.3056416,16797,18410,1609,1137
94515500,114.1801728,22.3056416,16797,18410,1609,1137
94515700,114.1801728,22.3056416,16797,18410,1609,1137
94515900,114.1801728,22.3056416,16797,18410,1609,1137
94516000,114.1801728,22.3056416,16797,18410,1609,1137
94516200,114.1801728,22.3056416,16797,18410,1609,1137
94516400,114.1801728,22.3056416,16797,18410,1609,1137
94516500,114.1801728,22.3056416,16797,18410,1609,1137
94516600,114.1801728,22.3056416,16797,18410,1609,1137
94516700,114.1801728,22.3056416,16797,18410,1609,1137
94516800,114.1801728,22.3056416,16797,18410,1609,1137
94516900,114.1801728,22.3056416,16797,18410,1609,1137
94517100,114.1801728,22.3056416,16797,18410,1609,1137
94517300,114.1801728,22.3056416,16797,18410,1609,1137
94517400,114.1801728,22.3056416,16797,18410,1609,1137
94517500,114.1801728,22.3056416,16797,18410,1609,1137
94517600,114.1801728,22.3056416,16797,18410,1609,1137
94517700,114.1801728,22.3056416,16797,18410,1609,1137
94517800,114.1801728,22.3056416,16797,18410,1609,1137
94518000,114.1801728,22.3056416,16797,18410,1609,1137
94518200,114.1801728,22.3056416,16797,18410,1609,1137
94518300,114.1801728,22.3056416,16797,18410,1609,1137
94518400,114.1801728,22.3056416,16797,18410,1609,1137
94518500,114.1801728,22.3056416,16797,18410,1609,1137
94518600,114.1801728,22.3056416,16797,18410,1609,1137
94518700,114.1801728,22.3056416,16797,18410,1609,1137
94518800,114.1801728,22.3056416,16797,18410,1609,1137
94518900,114.1801728,22.3056416,16797,18410,1609,1137
94519000,114.1801728,22.3056416,16797,18410,1609,1137
94519100,114.1801728,22.3056416,16797,18410,1609,1137
94519200,114.1801728,22.3056416,16797,18410,1609,1137
94519300,114.1801728,22.3056416,16797,18410,1609,1137
94519400,114.1801728,22.3056416,16797,18410,1609,1137
94519500,114.1801728,22.3056416,16797,18410,1609,1137
94519600,114.1801728,22.3056416,16797,18410,1609,1137
94519700,114.1801728,22.3056416,16797,18410,1609,1137
94519800,114.1801728,22.3056416,16797,18410,1609,1137
94519900,114.1801728,22.3056416,16797,18410,1609,1137
94520000,114.1801728,22.3056416,16797,18410,1609,1137
94520100,114.1801728,22.3056416,16797,18410,1609,1137
94520200,114.1801728,22.3056416,16797,18410,1609,1137
94520300,114.1801728,22.3056416,16797,18410,1609,1137
94520400,114.1801728,22.3056416,16797,18410,1609,1137
94520500,114.1801728,22.3056416,16797,18410,1609,1137
94520600,114.1801728,22.3056416,16797,18410,1609,1137
94520700,114.1801728,22.3056416,16797,18410,1609,1137
94520800,114.1801728,22.3056416,16797,18410,1609,1137
94520900,114.1801728,22.3056416,16797,18410,1609,1137
94521000,114.1801728,22.3056416,16797,18410,1609,1137
94521100,114.1801728,22.3056416,16797,18410,1609,1137
94521200,114.1801728,22.3056416,16797,18410,1609,1137
94521300,114.1801728,22.3056416,16797,18410,1609,1137
94521400,114.1801728,22.3056416,16797,18410,1609,1137
94521500,114.1801728,22.3056416,16797,18410,1609,1137
94521600,114.1801728,22.3056416,16797,18410,1609,1137
94521700,114.1801728,22.3056416,16797,18410,1609,1137
94521800,114.1801728,22.3056416,16797,18410,1609,1137
94521900,114.1801728,22.3056416,16797,18410,1609,1137
94522000,114.1801728,22.3056416,16797,18410,1609,1137
94522100,114.1801728,22.3056416,16797,18410,1609,1137
94522200,114.1801728,22.3056416,16797,18410,1609,1137
94522300,114.1801728,22.3056416,16797,18410,1609,1137
94522400,114.1801728,22.3056416,16797,18410,1609,1137
94522500,114.1801728,22.3056416,16797,18410,1609,1137
94522600,114.1801728,22.3056416,16797,18410,1609,1137
94522700,114.1801728,22.3056416,16797,18410,1609,1137
94522800,114.1801728,22.3056416,16797,18410,1609,1137
94522900,114.1801728,22.3056416,16797,18410,1609,1137
94523000,114.1801728,22.3056416,16797,18410,1609,1137
94523100,114.1801728,22.3056416,16797,18410,1609,1137
94523200,114.1801728,22.3056416,16797,18410,1609,1137
94523300,114.1801728,22.3056416,16797,18410,1609,1137
94523400,114.1801728,22.3056416,16797,18410,1609,1137
94523500,114.1801728,22.3056416,16797,18410,1609,1137
94523600,114.1801728,22.3056416,16797,18410,1609,1137
94523700,114.1801728,22.3056416,16797,18410,1609,1137
94523800,114.1801728,22.3056416,16797,18410,1609,1137
94523900,114.1801728,22.3056416,16797,18410,1609,1137
94524000,114.1801728,22.3056416,16797,18410,1609,1137
94524100,114.1801728,22.3056416,16797,18410,1609,1137
94524200,114.1801728,22.3056416,16797,18410,1609,1137
94524300,114.1801728,22.3056416,16797,18410,1609,1137
94524400,114.1801728,22.3056416,16797,18410,1609,1137
94524500,114.1801728,22.3056416,16797,18410,1609,1137
94524600,114.1801728,22.3056416,16797,18410,1609,1137
94524700,114.1801728,22.3056416,16797,18410,1609,1137
94524800,114.1801728,22.3056416,16797,18410,1609,1137
94524900,114.1801728,22.3056416,16797,18410,1609,1137
94525000,114.1801728,22.3056416,16797,18410,1609,1137
94525100,114.1801728,22.3056416,16797,18410,1609,1137
94525200,114.1801728,22.3056416,16797,18410,1609,1137
94525300,114.1801728,22.3056416,16797,18410,1609,1137
94525400,114.1801728,22.3056416,16797,18410,1609,1137
94525500,114.1801728,22.3056416,16797,18410,1609,1137
94525600,114.1801728,22.3056416,16797,18410,1609,1137
94525700,114.1801728,22.3056416,16797,18410,1609,1137
94525800,114.1801728,22.3056416,16797,18410,1609,1137
94525900,114.1801728,22.3056416,16797,18410,1609,1137
94526000,114.1801728,22.3056416,16797,18410,1609,1137
94526100,114.1801728,22.3056416,16797,18410,1609,1137
94526200,114.1801728,22.3056416,16797,18410,1609,1137
94526300,114.1801728,22.3056416,16797,18410,1609,1137
94526400,114.1801728,22.3056416,16797,18410,1609,1137
94526500,114.1801728,22.3056416,16797,18410,1609,1137
94526600,114.1801728,22.3056416,16797,18410,1609,1137
94526700,114.1801728,22.3056416,16797,18410,1609,1137
94526800,114.1801728,22.3056416,16797,18410,1609,1137
94526900,114.1801728,22.3056416,16797,18410,1609,1137
94527000,114.1801728,22.3056416,16797,18410,1609,1137
94527100,114.1801728,22.3056416,16797,18410,1609,1137
94527200,114.1801728,22.3056416,16797,18410,1609,1137
94527300,114.1801728,22.3056416,16797,18410,1609,1137
94527400,114.1801728,22.3056416,16797,18410,1609,1137
94527500,114.1801728,22.3056416,16797,18410,1609,1137
94527600,114.1801728,22.3056416,16797,18410,1609,1137
94527700,114.1801728,22.3056416,16797,18410,1609,1137
94527800,114.1801728,22.3056416,16797,18410,1609,1137
94527900,114.1801728,22.3056416,16797,18410,1609,1137
94528000,114.1801728,22.3056416,16797,18410,1609,1137
94528100,114.1801728,22.3056416,16797,18410,1609,1137
94528200,114.1801728,22.3056416,16797,18410,1609,1137
94528300,114.1801728,22.3056416,16797,18410,1609,1137
94528400,114.1801728,22.3056416,16797,18410,1609,1137
94528500,114.1801728,22.3056416,16797,18410,1609,1137
94528600,114.1801728,22.3056416,16797,18410,1609,1137
94528700,114.1801728,22.3056416,16797,18410,1609,1137
94528800,114.1801728,22.3056416,16797,18410,1609,1137
94528900,114.1801728,22.3056416,16797,18410,1609,1137
94529000,114.1801728,22.3056416,16797,18410,1609,1137
94529100,114.1801728,22.3056416,16797,18410,1609,1137
94529200,114.1801728,22.3056416,16797,18410,1609,1137
94529300,114.1801728,22.3056416,16797,18410,1609,1137
94529400,114.1801728,22.3056416,16797,18410,1609,1137
94529500,114.1801728,22.3056416,16797,18410,1609,1137
94529600,114.1801728,22.3056416,16797,18410,1609,1137
94529700,114.1801728,22.3056416,16797,18410,1609,1137
94529800,114.1801728,22.3056416,16797,18410,1609,1137
94529900,114.1801728,22.3056416,16797,18410,1609,1137
94530000,114.1801728,22.3056416,16797,18410,1609,1137
94530200,114.1801728,22.3056416,16797,18410,1609,1137
94530300,114.1801728,22.3056416,16797,18410,1609,1137
94530400,114.1801728,22.3056416,16797,18410,1609,1137
94530500,114.1801728,22.3056416,16797,18410,1609,1137
94530600,114.1801728,22.3056416,16797,18410,1609,1137
94530700,114.1801728,22.3056416,16797,18410,1609,1137
94530800,114.1801728,22.3056416,16797,18410,1609,1137
94530900,114.1801728,22.3056416,16797,18410,1609,1137
94531000,114.1801728,22.3056416,16797,18410,1609,1137
94531100,114.1801728,22.3056416,16797,18410,1609,1137
94531200,114.1801728,22.3056416,16797,18410,1609,1137
94531300,114.1801728,22.3056416,16797,18410,1609,1137
94531400,114.1801728,22.3056416,16797,18410,1609,1137
94531500,114.1801728,22.3056416,16797,18410,1609,1137
94531600,114.1801728,22.3056416,16797,18410,1609,1137
94531700,114.1801728,22.3056416,16797,18410,1609,1137
94531800,114.1801728,22.3056416,16797,18410,1609,1137
94531900,114.1801728,22.3056416,16797,18410,1609,1137
94532000,114.1801728,22.3056416,16797,18410,1609,1137
94532200,114.1801728,22.3056416,16797,18410,1609,1137
94532300,114.1801728,22.3056416,16797,18410,1609,1137
94532400,114.1801728,22.3056416,16797,18410,1609,1137
94532500,114.1801728,22.3056416,16797,18410,1609,1137
94532600,114.1801728,22.3056416,16797,18410,1609,1137
94532700,114.1801728,22.3056416,16797,18410,1609,1137
94532800,114.1801728,22.3056416,16797,18410,1609,1137
94532900,114.1801728,22.3056416,16797,18410,1609,1137
94533000,114.1801728,22.3056416,16797,18410,1609,1137
94533100,114.1801728,22.3056416,16797,18410,1609,1137
94533200,114.1801728,22.3056416,16797,18410,1609,1137
94533300,114.1801728,22.3056416,16797,18410,1609,1137
94533400,114.1801728,22.3056416,16797,18410,1609,1137
94533500,114.1801728,22.3056416,16797,18410,1609,1137
94533600,114.1801728,22.3056416,16797,18410,1609,1137
94533700,114.1801728,22.3056416,16797,18410,1609,1137
94533800,114.1801728,22.3056416,16797,18410,1609,1137
94533900,114.1801728,22.3056416,16797,18410,1609,1137
94534000,114.1801728,22.3056416,16797,18410,1609,1137
94534100,114.1801728,22.3056416,16797,18410,1609,1137
94534200,114.1801728,22.3056416,16797,18410,1609,1137
94534300,114.1801728,22.3056416,16797,18410,1609,1137
94534400,114.1801728,22.3056416,16797,18410,1609,1137
94534500,114.1801728,22.3056416,16797,18410,1609,1137
94534600,114.1801728,22.3056416,16797,18410,1609,1137
94534700,114.1801728,22.3056416,16797,18410,1609,1137
94534800,114.1801728,22.3056416,16797,18410,1609,1137
94534900,114.1801728,22.3056416,16797,18410,1609,1137
94535000,114.1801728,22.3056416,16797,18410,1609,1137
94535100,114.1801728,22.3056416,16797,18410,1609,1137
94535200,114.1801728,22.3056416,16797,18410,1609,1137
94535300,114.1801728,22.3056416,16797,18410,1609,1137
94535400,114.1801728,22.3056416,16797,18410,1609,1137
94535500,114.1801728,22.3056416,16797,18410,1609,1137
94535600,114.1801728,22.3056416,16797,18410,1609,1137
94535700,114.1801728,22.3056416,16797,18410,1609,1137
94535800,114.1801728,22.3056416,16797,18410,1609,1137
94535900,114.1801728,22.3056416,16797,18410,1609,1137
94536000,114.1801728,22.3056416,16797,18410,1609,1137
94536200,114.1801728,22.3056416,16797,18410,1609,1137
94536300,114.1801728,22.3056416,16797,18410,1609,1137
94536400,114.1801728,22.3056416,16797,18410,1609,1137
94536500,114.1801728,22.3056416,16797,18410,1609,1137
94536600,114.1801728,22.3056416,16797,18410,1609,1137
94536700,114.1801728,22.3056416,16797,18410,1609,1137
94536800,114.1801728,22.3056416,16797,18410,1609,1137
94536900,114.1801728,22.3056416,16797,18410,1609,1137
94537000,114.1801728,22.3056416,16797,18410,1609,1137
94537100,114.1801728,22.3056416,16797,18410,1609,1137
94537200,114.1801728,22.3056416,16797,18410,1609,1137
94537300,114.1801728,22.3056416,16797,18410,1609,1137
94537400,114.1801728,22.3056416,16797,18410,1609,1137
94537500,114.1801728,22.3056416,16797,18410,1609,1137
94537600,114.1801728,22.3056416,16797,18410,1609,1137
94537700,114.1801728,22.3056416,16797,18410,1609,1137
94537800,114.1801728,22.3056416,16797,18410,1609,1137
94537900,114.1801728,22.3056416,16797,18410,1609,1137
94538000,114.1801728,22.3056416,16797,18410,1609,1137
94538200,114.1801728,22.3056416,16797,18410,1609,1137
94538300,114.1801728,22.3056416,16797,18410,1609,1137
94538400,114.1801728,22.3056416,16797,18410,1609,1137
94538500,114.1801728,22.3056416,16797,18410,1609,1137
94538600,114.1801728,22.3056416,16797,18410,1609,1137
94538700,114.1801728,22.3056416,16797,18410,1609,1137
94538800,114.1801728,22.3056416,16797,18410,1609,1137
94538900,114.1801728,22.3056416,16797,18410,1609,1137
94539000,114.1801728,22.3056416,16797,18410,1609,1137
94539100,114.1801728,22.3056416,16797,18410,1609,1137
94539200,114.1801728,22.3056416,16797,18410,1609,1137
94539300,114.1801728,22.3056416,16797,18410,1609,1137
94539400,114.1801728,22.3056416,16797,18410,1609,1137
94539500,114.1801728,22.3056416,16797,18410,1609,1137
94539600,114.1801728,22.3056416,16797,18410,1609,1137
94539700,114.1801728,22.3056416,16797,18410,1609,1137
94539800,114.1801728,22.3056416,16797,18410,1609,1137
94539900,114.1801728,22.3056416,16797,18410,1609,1137
94540000,114.1801728,22.3056416,16797,18410,1609,1137
94540200,114.1801728,22.3056416,16797,18410,1609,1137
