gnssId,svId,sigId,freqId,numWords,chn,version,reserved0,dwrd_01,dwrd_02,dwrd_03,dwrd_04,dwrd_05,dwrd_06,dwrd_07,dwrd_08
3,16,2,0,10,71,2,118,948965747,68681904,135540119,759058614,808064439,969478346,238165962,134235122
3,9,0,0,10,8,2,0,948965747,68681904,135540119,755245091,657069399,969478346,238165962,134250490
3,9,2,0,10,66,2,118,948965747,68681904,135540119,755245091,657069399,969478346,238165962,134250490
2,29,1,0,8,3,2,0,9786709,1431655765,1431655765,1431846912,2621853425,3801802410,2863297438,562102272
2,27,1,0,8,4,2,0,9786709,1431655765,1431655765,1431846912,2621857433,2507531498,2863295643,2738946048
2,26,1,0,8,37,2,0,9786709,1431655765,1431655765,1431846912,2621850616,2195033386,2863294044,2080440320
2,19,1,0,8,0,2,0,9786709,1431655765,1431655765,1431846912,2621849600,42,2863289131,1090469888
2,21,1,0,8,1,2,0,9786709,1431655765,1431655765,1431846912,2621853398,4059441706,2863287565,1606483968
1,129,0,0,9,38,2,225,3328501592,0,0,1024,0,0,0,910598912
6,9,0,5,4,15,2,0,278201396,1537479075,3847940096,46006277,,,,
6,9,2,5,4,91,2,131,278201396,1537479075,3847940096,46006277,,,,
2,19,5,0,8,73,2,131,33950987,3490941412,540119006,1725005824,2229747712,42,2863312887,1501511680
2,29,5,0,8,77,2,131,34032891,4041902532,2774783516,550879232,2220376064,42,2863304309,1786724352
6,22,0,4,4,12,2,0,278200453,1725699363,3888541696,46006277,,,,
6,7,0,12,4,30,2,0,278201426,1961364168,1800556544,46006277,,,,
6,10,0,0,4,14,2,0,278200482,690246634,3837767680,46006277,,,,
6,21,0,11,4,17,2,0,278201545,3604764181,862380032,46006277,,,,
6,7,2,12,4,100,2,132,278201426,1961364168,1800556544,46006277,,,,
2,26,5,0,8,64,2,132,34043832,1294191131,1937026214,2698723328,3199025152,42,2863316406,1623146496
2,27,5,0,8,76,2,132,34038367,4294101455,34684675,3207462912,3161735168,42,2863316868,1585397760
2,21,5,0,8,78,2,132,34038368,386681295,351109408,3592634368,3163504640,42,2863304072,3598663680
1,129,0,0,9,38,2,225,1409024000,0,0,0,0,0,0,25179840
1,137,0,0,9,36,2,6,1409024000,0,0,0,0,0,0,25179840
2,33,1,0,8,2,2,0,17237518,3313126362,3289795,2852438016,2479144960,42,2863298347,51036160
2,29,1,0,8,3,2,0,17253912,3810207125,3084005,2852438016,2730229700,4092702122,2863285401,2248851456
2,27,1,0,8,4,2,0,17253912,177976141,2036564,2852438016,2949300802,871476650,2863295810,2030747648
2,26,1,0,8,37,2,0,17253912,3719686053,3310306,2852438016,2506015176,1945218474,2863287980,3125460992
2,19,1,0,8,0,2,0,17171942,3480825417,301231,2852438016,3081355264,42,2863299500,431964160
2,21,1,0,8,1,2,0,17253912,3785081110,751344,2852438016,2871132104,1945218474,2863288199,3800743936
1,137,0,0,9,36,2,6,2586274879,1063820995,589446431,3757557423,3621252976,56557568,252544,809219648
0,23,0,0,10,20,2,0,583095850,2276502604,535981829,2867523305,2997299780,723939924,854519562,2867515432
0,24,0,0,10,5,2,0,583095850,2276502604,535981829,2867523305,2997299780,723939924,854519562,2867511322
0,10,0,0,10,19,2,0,583095850,2276502604,535981829,2867523305,2997299780,723939924,854519562,2867511322
2,19,5,0,8,73,2,146,67506944,50341655,2551417525,2147647488,2629844992,42,2863303768,3057598464
6,9,0,5,4,15,2,0,402764219,2590786666,2815991808,46006277,,,,
2,33,5,0,8,72,2,146,67576319,3506441496,939526980,402636800,2944417792,42,2863315223,2415869952
6,9,2,5,4,91,2,146,402764219,2590786666,2815991808,46006277,,,,
2,27,5,0,8,76,2,146,67590912,184546072,1677287715,3221176320,2281717760,42,2863303339,2835300352
6,22,0,4,4,12,2,0,402732457,2710063131,2699184128,46006277,,,,
6,10,0,0,4,14,2,0,436416909,131607323,415981568,46006277,,,,
6,21,0,11,4,17,2,0,436352397,3945294686,3708321792,46006277,,,,
5,3,0,0,10,49,2,0,583051905,2276500643,1040662563,1048399310,3175055800,0,0,26236336
5,7,0,0,10,50,2,0,583051905,2276500643,1040662563,1048399310,3175055800,0,0,26236336
2,29,5,0,8,77,2,147,67591424,100658712,1677643758,2952773632,2189443072,42,2863307173,4236197888
6,7,2,12,4,100,2,147,402698292,2956744315,410515456,46006277,,,,
2,26,5,0,8,64,2,148,67590911,4194290968,1610674999,1342210048,3208658944,42,2863300846,2218737664
1,137,0,0,9,36,2,6,3322830844,2096639,3221356511,4261404668,0,536845241,4223375787,2254020864
2,19,1,0,8,0,2,0,50741233,2760352830,2365865413,1618870272,2530918400,42,2863285149,2038382592
2,21,1,0,8,1,2,0,50823153,1560846849,969202756,2181136384,2245708499,3535733098,2863295002,2123089152
2,33,1,0,8,2,2,0,50806768,2949082624,872454090,1493188608,2660941824,42,2863299722,3008086016
2,29,1,0,8,3,2,0,50823153,1334329214,1350853317,389922816,2413480659,3535733098,2863293790,1800126464
2,27,1,0,8,4,2,0,50823153,1980268993,1774509188,2567028736,2581265939,3535733098,2863284733,4245405696
2,26,1,0,8,37,2,0,50823152,998756032,2487239626,2822799360,3143298259,3535733098,2863288982,533446656
0,32,0,0,10,23,2,0,583095850,2276502604,535981829,2867523305,2997299780,723939924,854519562,2867511322
1,129,0,0,9,38,2,225,1393205245,4292869631,3757965279,4261404668,2097151,4294949819,3149636515,706316736
1,137,0,0,9,36,2,6,1393188861,4292869631,3757965279,4261404668,2097151,3221470139,3149636515,680459200
2,29,5,0,8,77,2,162,117440511,4278190081,303584905,3796025344,2721873920,42,2863313350,3963568128
6,9,0,5,4,15,2,0,613827956,5386,1764659200,46006277,,,,
6,9,2,5,4,91,2,162,613827956,5386,1764659200,46006277,,,,
2,33,5,0,8,72,2,162,117440511,4278190081,303584905,3796025344,2721873920,42,2863313350,3963568128
2,19,5,0,8,73,2,162,117440511,4278190081,303584905,3796025344,2721873920,42,2863313350,3963568128
6,22,0,4,4,12,2,0,607157636,778,1792012288,46006277,,,,
6,7,0,12,4,30,2,0,607898946,75006218,1760231424,46006277,,,,
6,10,0,0,4,14,2,0,550608683,52008202,1766514688,46006277,,,,
6,7,2,12,4,100,2,0,607898946,75006218,1760231424,46006277,,,,
2,21,5,0,8,78,2,0,117440511,4278190081,303584905,3796025344,2721873920,42,2863313350,3963568128
6,21,0,11,4,17,2,0,545433921,10523402,1789911040,46006277,,,,
2,26,5,0,8,64,2,163,117440511,4278190081,303584905,3796025344,2721873920,42,2863313350,3963568128
2,27,5,0,8,76,2,163,117440511,4278190081,303584905,3796025344,2721873920,42,2863313350,3963568128
1,137,0,0,9,36,2,6,2584895485,4292869631,3758096351,4261404669,4292869631,3758078907,2814098363,2616598272
1,129,0,0,9,38,2,225,2584846333,4292869631,3757834271,4261404669,4292869631,3758078907,2814098363,2312146752
3,41,0,0,10,11,2,246,948969841,70289734,200618860,151162199,673186470,937250245,68694207,914160119
3,32,0,0,10,25,2,246,948969841,70289223,32936175,888041144,643825776,597503822,66953378,930478701
3,38,0,0,10,7,2,0,948969841,70261826,64801646,1019408063,854852982,275586961,26624147,729669781
3,39,0,0,10,9,2,0,948969841,70270283,821721405,136473406,326633257,578305997,75792307,1001585302
3,6,2,0,10,75,2,164,948969841,70271553,771466330,918560049,439356157,287846027,74301349,977009498
3,8,0,0,10,6,2,0,948969841,70259014,48122829,499845823,142608297,547856652,43135042,583524619
3,13,0,0,10,10,2,0,948969841,70260814,48265299,187589845,935070647,755083042,34218055,658039606
3,8,2,0,10,65,2,164,948969841,70259014,48122829,499845823,142608297,547856652,43135042,583524619
3,9,0,0,10,8,2,0,948969841,70271553,217837411,894725845,1044651677,80126725,74031014,964950858
3,9,2,0,10,66,2,164,948969841,70271553,217837411,894725845,1044651677,80126725,74031014,964950858
2,33,1,0,8,2,2,0,88530624,51412095,134917166,602570752,2863300608,42,2863287614,2931884032
2,29,1,0,8,3,2,0,88530624,51412383,1879747630,602570752,2863303060,2040679530,2863287916,3909156864
2,27,1,0,8,4,2,0,88530624,51380288,403352622,602570752,2863314004,2040679530,2863297935,3233873920
2,26,1,0,8,37,2,0,88530624,51411966,3893013550,602570752,2863307156,2040679530,2863284337,2789277696
2,19,1,0,8,0,2,0,88530624,51412159,671788078,602570752,2863300608,42,2863289893,2411675648
2,21,1,0,8,1,2,0,88530624,51380288,403352622,602570752,2863303060,2040679530,2863290685,1761673216
1,129,0,0,9,38,2,225,3328469712,1072563966,2686320255,2153776128,0,0,0,983781312
1,128,0,0,9,39,2,7,3328623239,4211245132,125862016,2147997568,0,0,0,617977856
1,137,0,0,9,36,2,6,3328469712,1072563966,2686320255,2153775616,0,0,0,843126080
2,33,5,0,8,72,2,0,9786709,1431655765,1431655765,1431846912,2621964288,42,2863308074,2449424384
2,19,5,0,8,73,2,0,9786709,1431655765,1431655765,1431846912,2621964288,42,2863308074,2449424384
6,9,0,5,4,15,2,0,714702848,270336,2099200,46006277,,,,
6,9,2,5,4,91,2,0,714702848,270336,2099200,46006277,,,,
2,26,5,0,8,64,2,0,9786709,1431655765,1431655765,1431846912,2621964288,42,2863308074,2449424384
2,29,5,0,8,77,2,0,9786709,1431655765,1431655765,1431846912,2621964288,42,2863308074,2449424384
6,22,0,4,4,12,2,0,714768384,139264,2099200,46006277,,,,
6,7,0,12,4,30,2,0,714768384,139264,1052672,46006277,,,,
6,10,0,0,4,14,2,0,714768384,204800,1388544,46006277,,,,
6,16,0,6,4,16,2,0,714768384,270336,1050624,46006277,,,,
6,7,2,12,4,100,2,0,714768384,139264,1052672,46006277,,,,
2,21,5,0,8,78,2,0,9786709,1431655765,1431655765,1431846912,2621964288,42,2863308074,2449424384
6,21,0,11,4,17,2,0,714768384,139264,2099200,46006277,,,,
6,21,2,11,4,101,2,0,714768384,139264,2099200,46006277,,,,
2,27,5,0,8,76,2,0,9786709,1431655765,1431655765,1431846912,2621964288,42,2863308074,2449424384
1,129,0,0,9,38,2,225,1409024000,0,0,0,0,0,0,25179840
1,128,0,0,9,39,2,7,1409025280,2421393429,425220936,337320280,1557743642,1507564508,2571108352,442552256
1,137,0,0,9,36,2,6,1409024000,0,0,0,0,0,0,25179840
2,33,1,0,8,2,2,0,9786709,1431655765,1431655765,1431846912,2621980672,42,2863292755,1867169792
2,29,1,0,8,3,2,0,9786709,1431655765,1431655765,1431846912,2621985694,2790682090,2863296071,445300736
2,27,1,0,8,4,2,0,9786709,1431655765,1431655765,1431846912,2621988638,2790682090,2863290850,2873802752
2,26,1,0,8,37,2,0,9786709,1431655765,1431655765,1431846912,2621983454,2790682090,2863291869,2886385664
2,19,1,0,8,0,2,0,9786709,1431655765,1431655765,1431846912,2621980672,42,2863292755,1870610432
2,21,1,0,8,1,2,0,9786709,1431655765,1431655765,1431846912,2621985694,2790682090,2863296071,445300736
1,137,0,0,9,36,2,6,2600206336,0,0,0,0,0,0,478639936
1,129,0,0,9,38,2,225,2600206336,0,0,0,0,0,0,478639936
1,128,0,0,9,39,2,7,2584854563,4288675327,4291035060,3958480893,4292869631,3757939642,398196735,3797455360
0,23,0,0,10,20,2,0,583095850,2276511036,483284366,2147483689,2147483689,2147483689,2147483689,2147483689
0,24,0,0,10,5,2,0,583095850,2276511036,483284366,2147483689,2147483689,2147483689,2147483689,2147483689
0,10,0,0,10,19,2,0,583095850,2276511036,483628427,0,0,0,0,0
0,18,0,0,10,51,2,0,583095850,2276511036,483284366,2147483689,2147483689,2147483689,2147483689,2147483689
0,12,0,0,10,18,2,0,583095850,2276511036,483284366,2147483689,2147483689,2147483689,2147483689,2147483689
0,28,0,0,10,22,2,0,583095850,2276511036,483284366,2147483689,2147483689,2147483689,2147483689,2147483689
0,32,0,0,10,23,2,0,583095850,2276511036,483284366,2147483689,2147483689,2147483689,2147483689,2147483689
6,9,0,5,4,15,2,0,900236074,3429946920,416290816,46006277,,,,
6,9,2,5,4,91,2,192,900236074,3429946920,416290816,46006277,,,,
2,19,5,0,8,73,2,192,9786709,1431655765,1431655765,1431846912,2621997056,42,2863301126,2839494656
2,33,5,0,8,72,2,192,9786709,1431655765,1431655765,1431846912,2621997056,42,2863301126,2839494656
2,27,5,0,8,76,2,192,9786709,1431655765,1431655765,1431846912,2621997056,42,2863301126,2839494656
6,10,0,0,4,14,2,0,900236285,2635126320,412430336,46006277,,,,
6,7,0,12,4,30,2,0,900236285,2635126320,412430336,46006277,,,,
2,29,5,0,8,77,2,192,9786709,1431655765,1431655765,1431846912,2621997056,42,2863301126,2839494656
2,21,5,0,8,78,2,192,9786709,1431655765,1431655765,1431846912,2621997056,42,2863301126,2839494656
5,3,0,0,10,49,2,0,583051905,2276509139,1060443736,517609519,314858409,3057702581,2552097290,2290072030
1,128,0,0,9,39,2,7,3322601471,4259315199,3757965279,4294828031,4280286208,2684332987,3148060603,2288830528
2,19,1,0,8,0,2,0,9786709,1431655765,1431655765,1431846912,2622013440,42,2863300223,1472151552
2,21,1,0,8,1,2,0,271087167,2176127369,2149307658,2348056576,2401247315,1577058346,2863291023,2303442944
2,33,1,0,8,2,2,0,271518645,4033929438,4168805247,1811939328,2511339520,42,2863285032,1250672640
2,29,1,0,8,3,2,0,282538824,195038515,4021845987,2952626176,2657099859,1577058346,2863299687,2529935360
2,27,1,0,8,4,2,0,272179007,3182751625,2148537890,804438016,2214594771,1577058346,2863300292,1330364416
2,26,1,0,8,37,2,0,270499763,1414385374,3780847982,402767872,2821750739,1577058346,2863299886,1498136576
1,129,0,0,9,38,2,225,1393074173,4292869631,3757965279,4261404668,2097151,4294949819,3149636515,694679424
1,128,0,0,9,39,2,7,1393418237,4292869631,4294311903,4261404671,4286578687,1610595257,2075891107,2793464384
2,33,5,0,8,72,2,207,17237518,3313126362,3289795,2852438016,2479144960,42,2863313933,2126462976
2,29,5,0,8,77,2,0,17253912,3810207125,3084005,2852438016,2730213376,42,2863309175,3338616832
6,9,0,5,4,15,2,0,1066203152,4025794835,2520971264,46006277,,,,
6,9,2,5,4,91,2,0,1066203152,4025794835,2520971264,46006277,,,,
2,26,5,0,8,64,2,0,17253912,3719686053,3310306,2852438016,2506014720,42,2863305146,922697728
6,22,0,4,4,12,2,0,1066083421,3795108119,2454138880,46006277,,,,
6,7,0,12,4,30,2,0,1066083421,3795108119,2454138880,46006277,,,,
6,16,0,6,4,16,2,0,1066083421,3795108119,2454138880,46006277,,,,
6,7,2,12,4,100,2,0,1066083421,3795108119,2454138880,46006277,,,,
2,19,5,0,8,73,2,0,17171942,3480825417,301231,2852438016,3081355264,42,2863315082,1681866752
6,21,0,11,4,17,2,0,1066083421,3795108119,2454138880,46006277,,,,
2,27,5,0,8,76,2,0,17253912,177976141,2036564,2852438016,2949300224,42,2863313312,3049209856
0,24,4,0,10,98,2,208,2338447852,807101810,2512150257,2154770432,83886335,1007050847,385875457,1040120834
1,129,0,0,9,38,2,225,2584911869,4292869631,3757834271,4261404669,4292869631,3758078907,2814098363,3151515968
3,41,0,0,10,11,2,225,948973950,71920998,676341173,896663581,96468361,871759826,935360146,590387424
3,32,0,0,10,25,2,225,948973950,71920998,676347323,923041651,975175065,900726703,924893369,590173105
3,38,0,0,10,7,2,0,948973950,71920998,676532144,201785371,234880975,355860532,113171286,8129582
3,39,0,0,10,9,2,0,948973950,71920998,676233964,345407498,40894271,436600916,29443650,725251113
3,6,2,0,10,75,2,210,948973950,71920998,676146925,969736390,42467119,403963718,832634226,731456432
3,8,0,0,10,6,2,0,948973950,71920998,676878219,828506269,242745215,422575999,702466166,548434283
3,13,0,0,10,10,2,0,948973950,71920998,676675005,537231512,161480543,410517311,457119332,545459654
3,8,2,0,10,65,2,210,948973950,71920998,676878219,828506269,242745215,422575999,702466166,548434283
3,13,2,0,10,67,2,210,948973950,71920998,676675005,537231512,161480543,410517311,457119332,545459654
3,9,0,0,10,8,2,0,948973950,71920998,676175337,138542923,994574303,397934367,302040486,735471408
1,128,0,0,9,39,2,7,2591238368,2995961991,103448314,1607039896,302824512,2151880968,236971772,2746864384
2,33,1,0,8,2,2,0,34027454,725944876,4152224309,3608412160,3194568704,42,2863294498,4194369536
2,29,1,0,8,3,2,0,34032891,4041902532,2774783516,550879232,2220384421,4123655402,2863286067,1015087104
2,27,1,0,8,4,2,0,34038367,4294101455,34684675,3207462912,3161743538,3749145770,2863299302,1463877632
2,26,1,0,8,37,2,0,34043832,1294191131,1937026214,2698723328,3199033482,3025026666,2863287039,1551958016
2,19,1,0,8,0,2,0,33950987,3490941412,540119006,1725005824,2229747712,42,2863295697,620707840
2,21,1,0,8,1,2,0,34038368,386681295,351109408,3592634368,3163513005,106209066,2863294437,306249728
1,129,0,0,9,38,2,225,3338403840,0,0,0,0,0,0,140252864
1,128,0,0,9,39,2,7,3324253247,2619266494,1004917990,2146692320,438299235,4293524928,269011358,872578688
2,19,5,0,8,73,2,223,50741233,2760352830,2365865413,1618870272,2530918400,42,2863300795,83836928
6,9,0,5,4,15,2,0,1169437003,1940947252,611760128,46006277,,,,
6,9,2,5,4,91,2,223,1169437003,1940947252,611760128,46006277,,,,
2,33,5,0,8,72,2,223,50806768,2949082624,872454090,1493188608,2660941824,42,2863316908,3472834560
2,29,5,0,8,77,2,223,50823153,1334329214,1350853317,389922816,2413477888,42,2863305042,1581203456
2,21,5,0,8,78,2,223,50823153,1560846849,969202756,2181136384,2245705728,42,2863308310,1275019264
6,22,0,4,4,12,2,0,1169436973,1449165116,612806656,46006277,,,,
6,10,0,0,4,14,2,0,1169436973,1449165116,612806656,46006277,,,,
6,16,0,6,4,16,2,0,1169436973,1449165116,612806656,46006277,,,,
6,7,0,12,4,30,2,0,1169436973,1449165116,612806656,46006277,,,,
6,7,2,12,4,100,2,223,1169436973,1449165116,612806656,46006277,,,,
6,21,0,11,4,17,2,0,1169436973,1449165116,612806656,46006277,,,,
2,26,5,0,8,64,2,223,50823152,998756032,2487239626,2822799360,3143286784,42,2863312748,1199521792
6,21,2,11,4,101,2,0,1169436973,1449165116,612806656,46006277,,,,
2,27,5,0,8,76,2,0,50823153,1980268993,1774509188,2567028736,2581250048,42,2863306828,3695132672
1,129,0,0,9,38,2,225,1397269248,67092481,4290773247,4026548208,1047552,66846720,402653184,724463616
1,128,0,0,9,39,2,7,1409024256,1094247,3909091360,3222536192,0,0,0,106429824
2,33,1,0,8,2,2,0,67576319,3506441496,939526980,402636800,2944417792,42,2863299121,4064985088
2,29,1,0,8,3,2,0,67591424,100658712,1677643758,2952773632,2189443462,1073359914,2863285984,3435839488
2,27,1,0,8,4,2,0,67590912,184546072,1677287715,3221176320,2281718025,1196831658,2863299766,3528114176
2,26,1,0,8,37,2,0,67590911,4194290968,1610674999,1342210048,3208659188,1368272362,2863295862,1003143168
2,19,1,0,8,0,2,0,67506944,50341655,2551417525,2147647488,2629844992,42,2863288190,3418308608
2,21,1,0,8,1,2,0,67589631,4244630040,1677346816,2684338176,2520793495,481692458,2863287774,1087029248
1,129,0,0,9,38,2,225,2591191169,6307968,32736,268173568,0,0,0,656284736
1,128,0,0,9,39,2,7,2584920103,4292869631,4291297268,3757039613,4292869631,3757939642,398196735,3786972352
0,23,0,0,10,20,2,0,583095850,2276518336,358875355,46769631,427102060,122255709,2664168340,767960895
0,24,0,0,10,5,2,0,583095850,2276518336,358875181,2194253302,2574585669,2269739380,516669776,335947578
0,10,0,0,10,19,2,0,583095850,2276518336,358875181,2194253302,2574585669,2269739380,516669776,201729845
0,25,0,0,10,21,2,0,583095850,2276518336,358875181,2194253302,2574585669,2269739380,516670229,2256938770
0,18,0,0,10,51,2,0,583095850,2276518336,358875272,46769631,427102060,122255709,2664168340,709240609
0,12,0,0,10,18,2,0,583095850,2276518336,358875181,2194253302,2574585669,2269739380,516684125,2286298893
0,28,0,0,10,22,2,0,583095850,2276518336,358875272,46769631,427102060,122255709,2664168241,3133548326
6,9,0,5,4,15,2,0,1306261700,2931081166,2446708736,46006277,,,,
6,9,2,5,4,91,2,238,1306261700,2931081166,2446708736,46006277,,,,
2,26,5,0,8,64,2,238,88530624,51411966,3893013550,621445120,2863300608,42,2863314426,3175038976
2,19,5,0,8,73,2,238,88530624,51412159,671788078,621445120,2863300608,42,2863304653,1346322432
2,33,5,0,8,72,2,238,88530624,51412095,134917166,621445120,2863300608,42,2863305942,1904164864
6,22,0,4,4,12,2,0,1306155038,2943664080,2413254656,46006277,,,,
6,10,0,0,4,14,2,0,1306155038,2943664080,2413254656,46006277,,,,
6,7,0,12,4,30,2,0,1306155038,2943664080,2413254656,46006277,,,,
2,29,5,0,8,77,2,238,88530624,51412383,1879747630,621445120,2863300608,42,2863313968,314523648
6,7,2,12,4,100,2,238,1306155038,2943664080,2413254656,46006277,,,,
2,27,5,0,8,76,2,238,88530624,51380288,403352622,621445120,2863300608,42,2863309665,2462007296
6,21,0,11,4,17,2,0,1306155038,2943664080,2413254656,46006277,,,,
6,21,2,11,4,101,2,238,1306155038,2943664080,2413254656,46006277,,,,
2,21,5,0,8,78,2,238,88530624,51380288,403352622,621445120,2863300608,42,2863309665,2462007296
5,3,0,0,10,49,2,0,583051905,2276516143,359154135,536870954,2147483689,2147483689,2147483770,2588274400
1,129,0,0,9,38,2,225,3322781692,6290943,4294836191,4261404668,0,536845241,4223375787,2695806848
1,128,0,0,9,39,2,7,3322470399,4255120895,3757965279,4294811647,4276091904,2684332987,3148060603,2182561408
2,21,1,0,8,1,2,0,117440511,4278190081,303584905,3796025344,2723316574,3171197610,2863293036,2571878400
2,33,1,0,8,2,2,0,117440511,4278190081,303584905,3796025344,2723315712,42,2863300397,2861285376
2,29,1,0,8,3,2,0,117440511,4278190081,303584905,3796025344,2723316563,866878442,2863286897,1338753024
2,27,1,0,8,4,2,0,117440511,4278190081,303584905,3796025344,2723322722,2571587882,2863285730,2274082816
2,26,1,0,8,37,2,0,117440511,4278190081,303584905,3796025344,2723329459,2610532330,2863295136,1745600512
5,7,0,0,10,50,2,0,583051905,129032454,359154135,536870954,2147483689,2147483689,2147499430,2588274400
1,129,0,0,9,38,2,225,1393139709,4292869631,3757965279,4261404668,2097151,4294949819,3149636515,403789760
1,128,0,0,9,39,2,7,1393483773,4292869631,4294049759,4261404671,4290771967,536853433,2075891107,2429026944
2,19,1,0,8,0,2,0,117440511,4278190081,303584905,3796025344,2723315712,42,2863300397,2864660480
1,137,0,0,9,36,2,212,1393123325,4292869631,3757965279,4261404668,2097151,3221470139,3149636515,444999104
2,33,5,0,8,72,2,253,129538856,18891325,1211658098,4279943168,2853519360,42,2863307166,666845184
6,9,0,5,4,15,2,0,1438144868,2422269716,36186112,46006277,,,,
6,9,2,5,4,91,2,253,1438144868,2422269716,36186112,46006277,,,,
