iTOW,ecefX,ecefY,ecefZ,pAcc
94503600,-241821497,538575616,240576530,197
94503700,-241821497,538575616,240576530,197
94503800,-241821497,538575616,240576530,197
94503900,-241821497,538575616,240576530,197
94504000,-241821497,538575616,240576530,197
94504100,-241821497,538575616,240576530,197
94504200,-241821497,538575616,240576530,197
94504300,-241821497,538575616,240576530,197
94504400,-241821497,538575616,240576530,197
94504500,-241821497,538575616,240576530,197
94504600,-241821497,538575616,240576530,197
94504700,-241821497,538575616,240576530,197
94504800,-241821497,538575616,240576530,197
94504900,-241821497,538575616,240576530,197
94505000,-241821497,538575616,240576530,197
94505100,-241821497,538575616,240576530,197
94505200,-241821497,538575616,240576530,197
94505300,-241821497,538575616,240576530,197
94505400,-241821497,538575616,240576530,197
94505500,-241821497,538575616,240576530,197
94505600,-241821497,538575616,240576530,197
94505700,-241821497,538575616,240576530,197
94505800,-241821497,538575616,240576530,197
94505900,-241821497,538575616,240576530,197
94506000,-241821497,538575616,240576530,197
94506200,-241821497,538575616,240576530,197
94506400,-241821497,538575616,240576530,197
94506500,-241821497,538575616,240576530,197
94506600,-241821497,538575616,240576530,197
94506700,-241821497,538575616,240576530,197
94506800,-241821497,538575616,240576530,197
94506900,-241821497,538575616,240576530,197
94507000,-241821497,538575616,240576530,197
94507100,-241821497,538575616,240576530,197
94507200,-241821497,538575616,240576530,197
94507400,-241821497,538575616,240576530,197
94507600,-241821497,538575616,240576530,197
94507700,-241821497,538575616,240576530,197
94507800,-241821497,538575616,240576530,197
94507900,-241821497,538575616,240576530,197
94508000,-241821497,538575616,240576530,197
94508100,-241821497,538575616,240576530,197
94508200,-241821497,538575616,240576530,197
94508300,-241821497,538575616,240576530,197
94508400,-241821497,538575616,240576530,197
94508500,-241821497,538575616,240576530,197
94508600,-241821497,538575616,240576530,197
94508700,-241821497,538575616,240576530,197
94508800,-241821497,538575616,240576530,197
94508900,-241821497,538575616,240576530,197
94509000,-241821497,538575616,240576530,197
94509200,-241821497,538575616,240576530,197
94509400,-241821497,538575616,240576530,197
94509600,-241821497,538575616,240576530,197
94509700,-241821497,538575616,240576530,197
94509900,-241821497,538575616,240576530,197
94510100,-241821497,538575616,240576530,197
94510300,-241821497,538575616,240576530,197
94510400,-241821497,538575616,240576530,197
94510500,-241821497,538575616,240576530,197
94510600,-241821497,538575616,240576530,197
94510700,-241821497,538575616,240576530,197
94510800,-241821497,538575616,240576530,197
94510900,-241821497,538575616,240576530,197
94511000,-241821497,538575616,240576530,197
94511100,-241821497,538575616,240576530,197
94511200,-241821497,538575616,240576530,197
94511300,-241821497,538575616,240576530,197
94511400,-241821497,538575616,240576530,197
94511500,-241821497,538575616,240576530,197
94511600,-241821497,538575616,240576530,197
94511700,-241821497,538575616,240576530,197
94511900,-241821497,538575616,240576530,197
94512000,-241821497,538575616,240576530,197
94512200,-241821497,538575616,240576530,197
94512300,-241821497,538575616,240576530,197
94512400,-241821497,538575616,240576530,197
94512600,-241821497,538575616,240576530,197
94512700,-241821497,538575616,240576530,197
94512900,-241821497,538575616,240576530,197
94513000,-241821497,538575616,240576530,197
94513200,-241821497,538575616,240576530,197
94513300,-241821497,538575616,240576530,197
94513400,-241821497,538575616,240576530,197
94513500,-241821497,538575616,240576530,197
94513600,-241821497,538575616,240576530,197
94513700,-241821497,538575616,240576530,197
94513900,-241821497,538575616,240576530,197
94514000,-241821497,538575616,240576530,197
94514200,-241821497,538575616,240576530,197
94514400,-241821497,538575616,240576530,197
94514500,-241821497,538575616,240576530,197
94514700,-241821497,538575616,240576530,197
94514900,-241821497,538575616,240576530,197
94515000,-241821497,538575616,240576530,197
94515200,-241821497,538575616,240576530,197
94515300,-241821497,538575616,240576530,197
94515400,-241821497,538575616,240576530,197
94515500,-241821497,538575616,240576530,197
94515700,-241821497,538575616,240576530,197
94515900,-241821497,538575616,240576530,197
94516000,-241821497,538575616,240576530,197
94516200,-241821497,538575616,240576530,197
94516400,-241821497,538575616,240576530,197
94516500,-241821497,538575616,240576530,197
94516600,-241821497,538575616,240576530,197
94516700,-241821497,538575616,240576530,197
94516800,-241821497,538575616,240576530,197
94516900,-241821497,538575616,240576530,197
94517100,-241821497,538575616,240576530,197
94517300,-241821497,538575616,240576530,197
94517400,-241821497,538575616,240576530,197
94517500,-241821497,538575616,240576530,197
94517600,-241821497,538575616,240576530,197
94517700,-241821497,538575616,240576530,197
94517800,-241821497,538575616,240576530,197
94518000,-241821497,538575616,240576530,197
94518200,-241821497,538575616,240576530,197
94518300,-241821497,538575616,240576530,197
94518400,-241821497,538575616,240576530,197
94518500,-241821497,538575616,240576530,197
94518600,-241821497,538575616,240576530,197
94518700,-241821497,538575616,240576530,197
94518800,-241821497,538575616,240576530,197
94518900,-241821497,538575616,240576530,197
94519000,-241821497,538575616,240576530,197
94519100,-241821497,538575616,240576530,197
94519200,-241821497,538575616,240576530,197
94519300,-241821497,538575616,240576530,197
94519400,-241821497,538575616,240576530,197
94519500,-241821497,538575616,240576530,197
94519600,-241821497,538575616,240576530,197
94519700,-241821497,538575616,240576530,197
94519800,-241821497,538575616,240576530,197
94519900,-241821497,538575616,240576530,197
94520000,-241821497,538575616,240576530,197
94520100,-241821497,538575616,240576530,197
94520200,-241821497,538575616,240576530,197
94520300,-241821497,538575616,240576530,197
94520400,-241821497,538575616,240576530,197
94520500,-241821497,538575616,240576530,197
94520600,-241821497,538575616,240576530,197
94520700,-241821497,538575616,240576530,197
94520800,-241821497,538575616,240576530,197
94520900,-241821497,538575616,240576530,197
94521000,-241821497,538575616,240576530,197
94521100,-241821497,538575616,240576530,197
94521200,-241821497,538575616,240576530,197
94521300,-241821497,538575616,240576530,197
94521400,-241821497,538575616,240576530,197
94521500,-241821497,538575616,240576530,197
94521600,-241821497,538575616,240576530,197
94521700,-241821497,538575616,240576530,197
94521800,-241821497,538575616,240576530,197
94521900,-241821497,538575616,240576530,197
94522000,-241821497,538575616,240576530,197
94522100,-241821497,538575616,240576530,197
94522200,-241821497,538575616,240576530,197
94522300,-241821497,538575616,240576530,197
94522400,-241821497,538575616,240576530,197
94522500,-241821497,538575616,240576530,197
94522600,-241821497,538575616,240576530,197
94522700,-241821497,538575616,240576530,197
94522800,-241821497,538575616,240576530,197
94522900,-241821497,538575616,240576530,197
94523000,-241821497,538575616,240576530,197
94523100,-241821497,538575616,240576530,197
94523200,-241821497,538575616,240576530,197
94523300,-241821497,538575616,240576530,197
94523400,-241821497,538575616,240576530,197
94523500,-241821497,538575616,240576530,197
94523600,-241821497,538575616,240576530,197
94523700,-241821497,538575616,240576530,197
94523800,-241821497,538575616,240576530,197
94523900,-241821497,538575616,240576530,197
94524000,-241821497,538575616,240576530,197
94524100,-241821497,538575616,240576530,197
94524200,-241821497,538575616,240576530,197
94524300,-241821497,538575616,240576530,197
94524400,-241821497,538575616,240576530,197
94524500,-241821497,538575616,240576530,197
94524600,-241821497,538575616,240576530,197
94524700,-241821497,538575616,240576530,197
94524800,-241821497,538575616,240576530,197
94524900,-241821497,538575616,240576530,197
94525000,-241821497,538575616,240576530,197
94525100,-241821497,538575616,240576530,197
94525200,-241821497,538575616,240576530,197
94525300,-241821497,538575616,240576530,197
94525400,-241821497,538575616,240576530,197
94525500,-241821497,538575616,240576530,197
94525600,-241821497,538575616,240576530,197
94525700,-241821497,538575616,240576530,197
94525800,-241821497,538575616,240576530,197
94525900,-241821497,538575616,240576530,197
94526000,-241821497,538575616,240576530,197
94526100,-241821497,538575616,240576530,197
94526200,-241821497,538575616,240576530,197
94526300,-241821497,538575616,240576530,197
94526400,-241821497,538575616,240576530,197
94526500,-241821497,538575616,240576530,197
94526600,-241821497,538575616,240576530,197
94526700,-241821497,538575616,240576530,197
94526800,-241821497,538575616,240576530,197
94526900,-241821497,538575616,240576530,197
94527000,-241821497,538575616,240576530,197
94527100,-241821497,538575616,240576530,197
94527200,-241821497,538575616,240576530,197
94527300,-241821497,538575616,240576530,197
94527400,-241821497,538575616,240576530,197
94527500,-241821497,538575616,240576530,197
94527600,-241821497,538575616,240576530,197
94527700,-241821497,538575616,240576530,197
94527800,-241821497,538575616,240576530,197
94527900,-241821497,538575616,240576530,197
94528000,-241821497,538575616,240576530,197
94528100,-241821497,538575616,240576530,197
94528200,-241821497,538575616,240576530,197
94528300,-241821497,538575616,240576530,197
94528400,-241821497,538575616,240576530,197
94528500,-241821497,538575616,240576530,197
94528600,-241821497,538575616,240576530,197
94528700,-241821497,538575616,240576530,197
94528800,-241821497,538575616,240576530,197
94528900,-241821497,538575616,240576530,197
94529000,-241821497,538575616,240576530,197
94529100,-241821497,538575616,240576530,197
94529200,-241821497,538575616,240576530,197
94529300,-241821497,538575616,240576530,197
94529400,-241821497,538575616,240576530,197
94529500,-241821497,538575616,240576530,197
94529600,-241821497,538575616,240576530,197
94529700,-241821497,538575616,240576530,197
94529800,-241821497,538575616,240576530,197
94529900,-241821497,538575616,240576530,197
94530000,-241821497,538575616,240576530,197
94530200,-241821497,538575616,240576530,197
94530300,-241821497,538575616,240576530,197
94530400,-241821497,538575616,240576530,197
94530500,-241821497,538575616,240576530,197
94530600,-241821497,538575616,240576530,197
94530700,-241821497,538575616,240576530,197
94530800,-241821497,538575616,240576530,197
94530900,-241821497,538575616,240576530,197
94531000,-241821497,538575616,240576530,197
94531100,-241821497,538575616,240576530,197
94531200,-241821497,538575616,240576530,197
94531300,-241821497,538575616,240576530,197
94531400,-241821497,538575616,240576530,197
94531500,-241821497,538575616,240576530,197
94531600,-241821497,538575616,240576530,197
94531700,-241821497,538575616,240576530,197
94531800,-241821497,538575616,240576530,197
94531900,-241821497,538575616,240576530,197
94532000,-241821497,538575616,240576530,197
94532200,-241821497,538575616,240576530,197
94532300,-241821497,538575616,240576530,197
94532400,-241821497,538575616,240576530,197
94532500,-241821497,538575616,240576530,197
94532600,-241821497,538575616,240576530,197
94532700,-241821497,538575616,240576530,197
94532800,-241821497,538575616,240576530,197
94532900,-241821497,538575616,240576530,197
94533000,-241821497,538575616,240576530,197
94533100,-241821497,538575616,240576530,197
94533200,-241821497,538575616,240576530,197
94533300,-241821497,538575616,240576530,197
94533400,-241821497,538575616,240576530,197
94533500,-241821497,538575616,240576530,197
94533600,-241821497,538575616,240576530,197
94533700,-241821497,538575616,240576530,197
94533800,-241821497,538575616,240576530,197
94533900,-241821497,538575616,240576530,197
94534000,-241821497,538575616,240576530,197
94534100,-241821497,538575616,240576530,197
94534200,-241821497,538575616,240576530,197
94534300,-241821497,538575616,240576530,197
94534400,-241821497,538575616,240576530,197
94534500,-241821497,538575616,240576530,197
94534600,-241821497,538575616,240576530,197
94534700,-241821497,538575616,240576530,197
94534800,-241821497,538575616,240576530,197
94534900,-241821497,538575616,240576530,197
94535000,-241821497,538575616,240576530,197
94535100,-241821497,538575616,240576530,197
94535200,-241821497,538575616,240576530,197
94535300,-241821497,538575616,240576530,197
94535400,-241821497,538575616,240576530,197
94535500,-241821497,538575616,240576530,197
94535600,-241821497,538575616,240576530,197
94535700,-241821497,538575616,240576530,197
94535800,-241821497,538575616,240576530,197
94535900,-241821497,538575616,240576530,197
94536000,-241821497,538575616,240576530,197
94536200,-241821497,538575616,240576530,197
94536300,-241821497,538575616,240576530,197
94536400,-241821497,538575616,240576530,197
94536500,-241821497,538575616,240576530,197
94536600,-241821497,538575616,240576530,197
94536700,-241821497,538575616,240576530,197
94536800,-241821497,538575616,240576530,197
94536900,-241821497,538575616,240576530,197
94537000,-241821497,538575616,240576530,197
94537100,-241821497,538575616,240576530,197
94537200,-241821497,538575616,240576530,197
94537300,-241821497,538575616,240576530,197
94537400,-241821497,538575616,240576530,197
94537500,-241821497,538575616,240576530,197
94537600,-241821497,538575616,240576530,197
94537700,-241821497,538575616,240576530,197
94537800,-241821497,538575616,240576530,197
94537900,-241821497,538575616,240576530,197
94538000,-241821497,538575616,240576530,197
94538200,-241821497,538575616,240576530,197
94538300,-241821497,538575616,240576530,197
94538400,-241821497,538575616,240576530,197
94538500,-241821497,538575616,240576530,197
94538600,-241821497,538575616,240576530,197
94538700,-241821497,538575616,240576530,197
94538800,-241821497,538575616,240576530,197
94538900,-241821497,538575616,240576530,197
94539000,-241821497,538575616,240576530,197
94539100,-241821497,538575616,240576530,197
94539200,-241821497,538575616,240576530,197
94539300,-241821497,538575616,240576530,197
94539400,-241821497,538575616,240576530,197
94539500,-241821497,538575616,240576530,197
94539600,-241821497,538575616,240576530,197
94539700,-241821497,538575616,240576530,197
94539800,-241821497,538575616,240576530,197
94539900,-241821497,538575616,240576530,197
94540000,-241821497,538575616,240576530,197
94540200,-241821497,538575616,240576530,197
94540300,-241821497,538575616,240576530,197
94540400,-241821497,538575616,240576530,197
94540500,-241821497,538575616,240576530,197
94540600,-241821497,538575616,240576530,197
94540700,-241821497,538575616,240576530,197
94540800,-241821497,538575616,240576530,197
94540900,-241821497,538575616,240576530,197
94541000,-241821497,538575616,240576530,197
94541100,-241821497,538575616,240576530,197
94541200,-241821497,538575616,240576530,197
94541300,-241821497,538575616,240576530,197
94541400,-241821497,538575616,240576530,197
94541600,-241821497,538575616,240576530,197
94541700,-241821497,538575616,240576530,197
94541800,-241821497,538575616,240576530,197
94541900,-241821497,538575616,240576530,197
94542000,-241821497,538575616,240576530,197
94542100,-241821497,538575616,240576530,197
94542200,-241821497,538575616,240576530,197
94542300,-241821497,538575616,240576530,197
94542400,-241821497,538575616,240576530,197
94542500,-241821497,538575616,240576530,197
94542600,-241821497,538575616,240576530,197
94542700,-241821497,538575616,240576530,197
94542800,-241821497,538575616,240576530,197
94542900,-241821497,538575616,240576530,197
94543000,-241821497,538575616,240576530,197
94543200,-241821497,538575616,240576530,197
94543300,-241821497,538575616,240576530,197
94543400,-241821497,538575616,240576530,197
94543500,-241821497,538575616,240576530,197
94543600,-241821497,538575616,240576530,197
94543700,-241821497,538575616,240576530,197
94543800,-241821497,538575616,240576530,197
94543900,-241821497,538575616,240576530,197
94544000,-241821497,538575616,240576530,197
94544200,-241821497,538575616,240576530,197
94544300,-241821497,538575616,240576530,197
94544400,-241821497,538575616,240576530,197
94544500,-241821497,538575616,240576530,197
94544600,-241821497,538575616,240576530,197
94544700,-241821497,538575616,240576530,197
94544800,-241821497,538575616,240576530,197
94544900,-241821497,538575616,240576530,197
94545000,-241821497,538575616,240576530,197
94545100,-241821497,538575616,240576530,197
94545200,-241821497,538575616,240576530,197
94545400,-241821497,538575616,240576530,197
94545500,-241821497,538575616,240576530,197
94545600,-241821497,538575616,240576530,197
94545700,-241821497,538575616,240576530,197
94545800,-241821497,538575616,240576530,197
94545900,-241821497,538575616,240576530,197
94546000,-241821497,538575616,240576530,197
94546200,-241821497,538575616,240576530,197
94546300,-241821497,538575616,240576530,197
94546400,-241821497,538575616,240576530,197
94546500,-241821497,538575616,240576530,197
94546600,-241821497,538575616,240576530,197
94546700,-241821497,538575616,240576530,197
94546800,-241821497,538575616,240576530,197
94546900,-241821497,538575616,240576530,197
94547000,-241821497,538575616,240576530,197
94547200,-241821497,538575616,240576530,197
94547300,-241821497,538575616,240576530,197
94547400,-241821497,538575616,240576530,197
94547500,-241821497,538575616,240576530,197
94547600,-241821497,538575616,240576530,197
94547700,-241821497,538575616,240576530,197
94547800,-241821497,538575616,240576530,197
94547900,-241821497,538575616,240576530,197
94548000,-241821497,538575616,240576530,197
94548200,-241821497,538575616,240576530,197
94548300,-241821497,538575616,240576530,197
94548400,-241821497,538575616,240576530,197
94548500,-241821497,538575616,240576530,197
94548600,-241821497,538575616,240576530,197
94548700,-241821497,538575616,240576530,197
94548800,-241821497,538575616,240576530,197
94548900,-241821497,538575616,240576530,197
94549000,-241821497,538575616,240576530,197
94549200,-241821497,538575616,240576530,197
94549300,-241821497,538575616,240576530,197
94549400,-241821497,538575616,240576530,197
94549500,-241821497,538575616,240576530,197
94549600,-241821497,538575616,240576530,197
94549700,-241821497,538575616,240576530,197
94549800,-241821497,538575616,240576530,197
94549900,-241821497,538575616,240576530,197
94550000,-241821497,538575616,240576530,197
94550200,-241821497,538575616,240576530,197
94550300,-241821497,538575616,240576530,197
94550400,-241821497,538575616,240576530,197
94550500,-241821497,538575616,240576530,197
94550600,-241821497,538575616,240576530,197
94550700,-241821497,538575616,240576530,197
94550800,-241821497,538575616,240576530,197
94550900,-241821497,538575616,240576530,197
94551000,-241821497,538575616,240576530,197
94551100,-241821497,538575616,240576530,197
94551200,-241821497,538575616,240576530,197
94551300,-241821497,538575616,240576530,197
94551400,-241821497,538575616,240576530,197
94551500,-241821497,538575616,240576530,197
94551600,-241821497,538575616,240576530,197
94551700,-241821497,538575616,240576530,197
94551800,-241821497,538575616,240576530,197
94551900,-241821497,538575616,240576530,197
94552000,-241821497,538575616,240576530,197
94552200,-241821497,538575616,240576530,197
94552300,-241821497,538575616,240576530,197
94552400,-241821497,538575616,240576530,197
94552500,-241821497,538575616,240576530,197
94552600,-241821497,538575616,240576530,197
94552700,-241821497,538575616,240576530,197
94552800,-241821497,538575616,240576530,197
94552900,-241821497,538575616,240576530,197
94553000,-241821497,538575616,240576530,197
94553100,-241821497,538575616,240576530,197
94553200,-241821497,538575616,240576530,197
94553300,-241821497,538575616,240576530,197
94553400,-241821497,538575616,240576530,197
94553500,-241821497,538575616,240576530,197
94553600,-241821497,538575616,240576530,197
94553700,-241821497,538575616,240576530,197
94553800,-241821497,538575616,240576530,197
94553900,-241821497,538575616,240576530,197
94554000,-241821497,538575616,240576530,197
94554200,-241821497,538575616,240576530,197
94554300,-241821497,538575616,240576530,197
94554400,-241821497,538575616,240576530,197
94554500,-241821497,538575616,240576530,197
94554600,-241821497,538575616,240576530,197
94554700,-241821497,538575616,240576530,197
94554800,-241821497,538575616,240576530,197
94554900,-241821497,538575616,240576530,197
94555000,-241821497,538575616,240576530,197
94555100,-241821497,538575616,240576530,197
94555200,-241821497,538575616,240576530,197
94555300,-241821497,538575616,240576530,197
94555400,-241821497,538575616,240576530,197
94555500,-241821497,538575616,240576530,197
94555600,-241821497,538575616,240576530,197
94555700,-241821497,538575616,240576530,197
94555800,-241821497,538575616,240576530,197
94555900,-241821497,538575616,240576530,197
94556000,-241821497,538575616,240576530,197
94556200,-241821497,538575616,240576530,197
94556300,-241821497,538575616,240576530,197
94556400,-241821497,538575616,240576530,197
94556500,-241821497,538575616,240576530,197
94556600,-241821497,538575616,240576530,197
94556700,-241821497,538575616,240576530,197
94556800,-241821497,538575616,240576530,197
94556900,-241821497,538575616,240576530,197
94557000,-241821497,538575616,240576530,197
94557200,-241821497,538575616,240576530,197
94557300,-241821497,538575616,240576530,197
94557400,-241821497,538575616,240576530,197
94557500,-241821497,538575616,240576530,197
94557600,-241821497,538575616,240576530,197
94557700,-241821497,538575616,240576530,197
94557800,-241821497,538575616,240576530,197
94557900,-241821497,538575616,240576530,197
94558000,-241821497,538575616,240576530,197
94558100,-241821497,538575616,240576530,197
94558200,-241821497,538575616,240576530,197
94558300,-241821497,538575616,240576530,197
94558400,-241821497,538575616,240576530,197
94558500,-241821497,538575616,240576530,197
94558600,-241821497,538575616,240576530,197
94558700,-241821497,538575616,240576530,197
94558800,-241821497,538575616,240576530,197
94558900,-241821497,538575616,240576530,197
94559000,-241821497,538575616,240576530,197
94559100,-241821497,538575616,240576530,197
94559200,-241821497,538575616,240576530,197
94559300,-241821497,538575616,240576530,197
94559400,-241821497,538575616,240576530,197
94559500,-241821497,538575616,240576530,197
94559600,-241821497,538575616,240576530,197
94559700,-241821497,538575616,240576530,197
94559800,-241821497,538575616,240576530,197
94559900,-241821497,538575616,240576530,197
94560000,-241821497,538575616,240576530,197
94560200,-241821497,538575616,240576530,197
94560300,-241821497,538575616,240576530,197
94560400,-241821497,538575616,240576530,197
94560500,-241821497,538575616,240576530,197
94560600,-241821497,538575616,240576530,197
94560700,-241821497,538575616,240576530,197
94560800,-241821497,538575616,240576530,197
94560900,-241821497,538575616,240576530,197
94561000,-241821497,538575616,240576530,197
94561100,-241821497,538575616,240576530,197
94561200,-241821497,538575616,240576530,197
94561300,-241821497,538575616,240576530,197
94561400,-241821497,538575616,240576530,197
94561500,-241821497,538575616,240576530,197
94561600,-241821497,538575616,240576530,197
94561700,-241821497,538575616,240576530,197
94561800,-241821497,538575616,240576530,197
94561900,-241821497,538575616,240576530,197
94562000,-241821497,538575616,240576530,197
94562100,-241821497,538575616,240576530,197
94562200,-241821497,538575616,240576530,197
94562300,-241821497,538575616,240576530,197
94562400,-241821497,538575616,240576530,197
94562500,-241821497,538575616,240576530,197
94562600,-241821497,538575616,240576530,197
94562700,-241821497,538575616,240576530,197
94562800,-241821497,538575616,240576530,197
94562900,-241821497,538575616,240576530,197
94563000,-241821497,538575616,240576530,197
94563100,-241821497,538575616,240576530,197
94563200,-241821497,538575616,240576530,197
94563300,-241821497,538575616,240576530,197
94563400,-241821497,538575616,240576530,197
94563500,-241821497,538575616,240576530,197
94563600,-241821497,538575616,240576530,197
94563700,-241821497,538575616,240576530,197
94563800,-241821497,538575616,240576530,197
94563900,-241821497,538575616,240576530,197
94564000,-241821497,538575616,240576530,197
94564100,-241821497,538575616,240576530,197
94564200,-241821497,538575616,240576530,197
94564300,-241821497,538575616,240576530,197
94564400,-241821497,538575616,240576530,197
94564500,-241821497,538575616,240576530,197
94564600,-241821497,538575616,240576530,197
94564700,-241821497,538575616,240576530,197
94564800,-241821497,538575616,240576530,197
94564900,-241821497,538575616,240576530,197
94565000,-241821497,538575616,240576530,197
94565100,-241821497,538575616,240576530,197
94565200,-241821497,538575616,240576530,197
